row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,PB_neg_5.mzML Peak height,Cg2_neg_12.mzML Peak height,Cg1_neg_13.mzML Peak height,Ps2_neg_14.mzML Peak height,Cg3_neg_10.mzML Peak height,Asp3_neg_19.mzML Peak height,Ps1_neg_20.mzML Peak height,Asp2_neg_16.mzML Peak height,Asp1_neg_18.mzML Peak height,Ml1_neg_9.mzML Peak height,Ps3_neg_21.mzML Peak height,Ml3_neg_17.mzML Peak height,Ml2_neg_11.mzML Peak height,QC_neg_7.mzML Peak height,QC_neg_22.mzML Peak height,QC_neg_8.mzML Peak height,QC_neg_15.mzML Peak height,QC_neg_24.mzML Peak height,
7967,429.1419034538962,3.6062057,,,,,,,,,,,0,0,0,0,0,6794.197,0,16151.457,0,17735.818,0,9566.895,9981.656,4617.15,0,0,0,0,
7968,315.0468007836913,3.618629,,,,,,,,,,,0,0,0,18884.611,0,0,18201.746,0,0,0,11349.37,0,4140.8203,7086.8345,9116.537,6579.9,0,0,
7973,629.2226699026675,3.6079998,,,,,,,,,,,0,3623.8584,5030.719,0,7215.0215,11363.149,0,11175.006,11608.849,0,1439.805,0,0,5851.089,6695.1655,7577.3047,5781.975,4956.9897,
7977,415.1914437198971,3.6209223,,,,,,,,,,,0,0,0,9372.637,0,0,7098.1724,0,0,0,8735.595,0,0,0,3149.8977,2817.6812,0,3661.419,
7979,525.2550599877824,3.610157,,,,,,,,,,,0,0,0,0,0,9408.312,0,20322.852,8872.747,0,0,0,0,3599.2532,0,1989.5314,1957.2064,4942.17,
7981,1145.5373233379325,3.615217,,,,,,,,,,,0,10674.646,12518.382,0,30808.623,0,0,0,0,0,0,0,0,3136.3997,3989.0662,4865.0444,0,3199.4458,
7983,477.15479606597466,3.6165798,,,,,,,,,,,0,0,0,0,0,13078.887,0,0,18633.488,0,0,0,0,2157.5237,0,7382.6436,0,1513.692,
7985,695.2140314358141,3.6161,,,,,,,,,,,0,0,0,0,0,24216.922,0,53406.535,29513.355,0,0,0,0,0,93175.516,97705.16,86722.88,3014.491,
7987,399.2329125108214,3.6148334,,,,,,,,,,,0,0,0,0,0,33029.785,0,20572.541,23956.498,0,0,0,0,9418.283,9651.247,9582.925,10448.1875,0,
7990,301.04791510381233,3.612145,,,,,,,,,,,0,9872.848,29347.416,3734.0117,23966.512,2378.9658,2279.1223,2025.0303,3376.3325,2108.048,2777.3687,0,0,9143.376,6782.3203,7845.526,10821.102,3997.8682,
7992,323.013393090795,3.6249204,,,,,,,,,,,16938.645,22411.164,27723.549,48098.04,23140.443,27866.139,39796.625,28874.943,30970.246,12264.155,43526.06,8136.6436,5701.271,29902.906,24392.021,24084.066,22248.83,24235.312,
7997,377.08741758315915,3.6105773,,,,,,,,,,,2973.3008,0,40978.848,0,1812.3438,0,0,2688.82,16709.264,2468.3582,0,0,10000.544,5493.6436,0,5295.9,2052.875,4937.8804,
7998,871.282286591961,3.6162968,,,,,,,,,,,0,0,0,0,0,15058.951,0,20988.59,12650.246,0,0,0,0,6040.414,0,0,0,6379.253,
7999,377.1140192818439,3.6167457,,,,,,,,,,,0,0,0,0,0,50971.555,0,67627.336,82791.31,0,0,0,0,28693.12,27220.172,30309.559,25565.502,31502.172,
8005,445.11586256702697,3.6186366,,,,,,,,,,,0,0,0,0,0,0,0,2550.158,0,0,0,0,0,0,6602.903,8027.2827,7927.368,1619.8033,
8006,245.00187995864013,3.6165814,,,,,,,,,,,23099.14,31609.072,35847.51,48353.84,30672.367,32444.867,47540.82,30973.238,32461.072,14202.718,48243.207,7845.0596,5670.5024,31146.203,29973.572,30746.518,20392.164,27931.121,
8007,347.1032685293004,3.6211464,,,,,,,,,,,2585.091,0,0,0,0,256515.23,0,356246.28,276788.06,0,0,2638.3774,0,80460.59,129753.99,137163.47,139009.73,82587.85,
8008,673.1234447667046,3.6146297,,,,,,,,,,,0,0,0,0,0,12342.221,0,18115.64,10276.858,0,0,0,0,6874.547,0,0,0,2066.0012,
8009,224.9957643829853,3.626311,,,,,,,,,,,19440.342,27928.346,34426.406,38547.098,23536.328,26318.955,37499.676,26089.559,28184.936,12435.287,38801.69,7490.834,6771.239,27195.486,28407.414,24663.727,26358.113,27146.85,
8017,299.186028459159,3.6186,,,,,,,,,,,0,0,1837.0839,21359.592,0,8645.336,17414.217,10228.493,6684.8906,0,26140.17,0,0,6390.489,4585.1484,7295.77,3662.1113,7844.184,
8019,303.18105921708064,3.6255965,,,,,,,,,,,0,0,0,0,0,12077.537,1585.973,16488.742,8256.247,0,2215.3813,0,0,5108.0024,1862.6614,1965.2288,1549.4565,4820.7417,
8020,299.1133544306634,3.6211963,,,,,,,,,,,0,0,0,0,0,39012.938,1476.5745,57215.723,31180.262,0,0,0,0,13043.042,13853.466,16078.195,14391.546,14756.204,
8021,204.9894272902836,3.6216757,,,,,,,,,,,13521.988,19232.041,20918.676,30499.271,17206.867,20097.5,23424.436,21936.47,18221.805,8838.091,22155.191,6860.0063,5432.8423,19937.178,16032.332,19651.844,15510.652,16998.756,
8028,495.0995906082226,3.6245713,,,,,,,,,,,0,0,0,0,0,15582.044,0,19444.082,30324.006,0,0,0,0,15730.69,13046.087,0,12861.042,11109.296,
8035,359.17028803440206,3.6239853,,,,,,,,,,,0,0,0,0,0,7130.383,0,11383.903,7516.195,0,2577.0913,0,0,4123.7046,2952.282,2240.8848,2860.36,3229.9504,
8036,757.1515056650454,3.6294882,,,,,,,,,,,0,0,0,0,0,10096.78,0,5904.118,7801.6733,0,0,0,0,7042.8965,2500.0347,7257.939,0,6033.184,
8037,279.12357885054155,3.6246636,,,,,,,,,,,0,0,0,3457.804,0,15844.409,3659.9795,16417.967,6328.2427,0,3446.0427,0,0,5919.952,2526.1243,5582.0054,2488.4966,2416.2053,
8038,273.1704019041714,3.631247,,,,,,,,,,,0,2204.8274,3995.501,171336.92,3893.935,8881.832,102733.35,8005.009,16470.113,0,189545.44,1821.4515,0,28460.797,47977.37,30892.9,46428.36,21329.367,
8040,407.2056700161868,3.6243885,,,,,,,,,,,0,0,0,1998.5793,0,0,1543.0583,8019.2427,25860.746,0,3174.8242,0,0,17232.574,16345.538,15460.163,15400.067,15926.9795,
8042,729.2892656775709,3.6279836,,,,,,,,,,,0,0,0,0,0,9741.575,0,15090.814,7426.9136,0,0,0,0,2603.019,0,0,0,1699.0883,
8043,615.2014757343983,3.6198769,,,,,,,,,,,0,0,0,0,0,4550.241,0,5286.2905,4897.282,0,0,0,0,7776.219,8407.626,8563.767,8654.923,10393.671,
8047,573.2183063301751,3.6258833,,,,,,,,,,,0,0,0,0,0,4743.3164,0,9432.925,0,6728.36,0,7801.187,9417.793,4423.0874,4321.744,0,3660.956,4964.066,
8052,767.1804120524786,3.641407,,,,,,,,,,,0,0,0,0,0,7916.3604,0,9946.714,12495.8125,0,0,0,0,3551.7024,2256.9417,2137.2217,0,3755.986,
8056,935.2509506160144,3.6329834,,,,,,,,,,,0,0,0,0,0,12059.313,0,12097.39,8609.605,0,0,0,0,4164.8003,0,0,0,1920.2333,
8059,273.18188584852993,3.6446795,,,,,,,,,,,0,0,0,16084.628,0,1373.3499,10513.3955,0,0,0,18237.441,0,0,4070.7388,4708.8765,5908.002,2712.9905,1906.2861,
8060,343.13463410001424,3.6376302,,,,,,,,,,,0,0,0,22770.832,0,0,19985.195,0,0,0,27436.73,0,0,5326.878,0,5361.82,0,3647.0312,
8062,379.212074225095,3.6448102,,,,,,,,,,,0,0,0,1486.3759,0,11932.0625,0,15640.853,8892.662,0,1313.6294,0,0,4374.673,3979.893,3189.3706,3357.768,4426.3745,
8067,757.1514661363246,3.6414073,,,,,,,,,,,0,0,0,0,0,10096.78,0,9365.212,20262.219,0,0,0,0,7042.8965,2500.0347,4133.726,0,5595.001,
8069,467.1038775637543,3.6501188,,,,,,,,,,,0,0,0,0,0,9165.055,0,6409.911,10757.587,0,0,0,0,7039.0845,3924.0132,5954.6553,8738.597,7923.367,
8070,259.06097786155146,3.6436188,,,,,,,,,,,0,0,0,0,0,0,0,0,2467.9534,15448.767,0,0,8188.297,10786.319,8771.779,7569.117,9137.779,7315.8477,
8071,585.2335956833515,3.6443472,,,,,,,,,,,0,58424.35,107221.7,3495.654,133599.22,2989.4382,3863.2988,5151.9844,0,0,4018.0393,0,0,20486.86,20495.168,21721.357,22408.648,21490.08,
8072,301.07152589794845,3.6480112,,,,,,,,,,,0,0,40687.996,5207.052,15492.1455,9891.967,3909.5793,13036.058,7518.667,0,7065.46,2009.4026,1791.915,14519.48,14810.172,15122.173,14956.074,18542.244,
8081,427.1273756291243,3.6534457,,,,,,,,,,,0,0,0,0,0,0,0,1879.3021,0,5776.0713,0,3651.3962,7143.819,0,0,0,0,0,
8084,365.2174553482027,3.6379898,,,,,,,,,,,0,0,0,0,0,14372.324,0,13068.939,10011.925,0,0,0,0,5818.1357,0,0,0,3373.35,
8085,347.17082447156116,3.6490796,,,,,,,,,,,0,0,0,0,1655.9698,31915.527,0,48918.504,28326.531,0,0,0,0,11531.329,2951.1724,3822.9507,2144.1892,10529.001,
8087,1235.568834586438,3.6545498,,,,,,,,,,,0,14538.1875,27990.248,0,25715.498,0,0,0,0,0,0,0,0,5487.4575,4271.338,4282.2993,0,5576.793,
8088,621.2096804208455,3.6520975,,,,,,,,,,,0,17522.537,34431.22,1563.6711,27310.818,3468.6985,0,5017.432,3163.5098,0,0,0,1982.0107,9271.594,6333.961,6348.011,6459.222,7903.923,
8089,425.18041878885714,3.6480293,,,,,,,,,,,0,0,0,0,0,28108.613,0,59812.023,17196.29,0,0,0,0,7167.9595,4557.274,8663.001,4740.8726,5201.4746,
8090,271.190938116095,3.66015,,,,,,,,,,,0,0,13448.723,7383.0,9877.607,0,5307.778,2056.008,0,0,9667.349,0,0,2608.8967,2950.9626,3031.8801,3109.9004,1818.3662,
8093,215.1285984997455,3.6474152,,,,,,,,,,,0,0,0,3691.4202,0,32626.326,2115.1084,41918.297,22034.764,0,3201.5715,0,0,14335.602,10108.222,12409.57,13534.622,10141.7295,
8094,597.1972176511929,3.664191,,,,,,,,,,,0,0,2113.6804,0,1853.6893,12388.6045,0,14613.522,6622.39,0,1623.6831,0,0,5861.4995,1891.564,0,0,3702.1035,
8095,673.1227971455733,3.6574187,,,,,,,,,,,0,0,0,0,0,6068.0,0,9266.722,17520.555,0,0,0,0,3438.2964,6502.365,6353.263,5114.2188,2066.0012,
8098,263.1286066593546,3.6489913,,,,,,,,,,,0,0,0,5372.222,7795.2217,15879.012,3009.1177,18248.455,12790.595,2167.3616,4220.283,2886.327,9175.188,0,5475.2666,8021.495,8183.062,5697.8623,
8101,631.1795897738706,3.6561103,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8131.3325,0,6078.5117,2788.4392,12370.461,9400.935,11717.969,3807.3145,11365.617,
8103,481.22845548367803,3.6569023,,,,,,,,,,,0,0,0,0,0,22473.146,0,35393.125,12769.759,0,0,0,0,7784.7427,6908.7925,1798.8555,0,7497.845,
8112,309.14688242189436,3.6583083,,,,,,,,,,,0,0,0,15433.5,0,0,8278.691,0,0,0,17539.188,0,0,4674.902,7481.2534,9518.703,8539.891,3766.9604,
8115,738.2605429969869,3.662875,,,,,,,,,,,0,0,0,0,0,4489.0903,0,8339.901,0,14908.381,0,19624.705,34731.285,13949.179,15531.166,14024.198,16311.768,8577.235,
8119,479.05416515482153,3.660544,,,,,,,,,,,0,0,0,0,0,9551.422,0,10758.898,11692.965,0,0,0,0,8871.132,5978.137,8549.51,9274.041,8693.522,
8122,213.05555117451954,3.6613503,,,,,,,,,,,0,0,0,0,0,16557.973,0,14443.134,7492.873,0,0,0,0,7358.76,0,0,0,7200.7944,
8125,735.1540425930375,3.6536834,,,,,,,,,,,0,0,0,1180.6348,0,8408.376,0,12620.318,14124.124,0,0,0,0,4679.0435,0,0,0,3278.976,
8126,458.9966999598488,3.6652951,,,,,,,,,,,0,0,0,0,0,11849.242,0,0,18238.418,0,0,0,0,44922.04,30309.662,40700.406,29462.855,41783.03,
8129,713.2248155489076,3.6640546,,,,,,,,,,,0,0,0,0,0,104987.55,0,78994.72,30517.088,0,0,0,0,16026.787,9236.3125,10449.992,0,14150.445,
8131,749.1335009529528,3.6660733,,,,,,,,,,,0,0,0,0,0,10121.173,0,18138.139,13352.408,0,0,0,0,4412.4746,0,1501.7288,0,0,
8133,443.1681606527152,3.6659024,,,,,,,,,,,0,0,0,0,0,4214.7646,0,9825.528,0,0,0,0,0,2746.5508,10618.447,13063.036,10811.591,0,
8136,391.05736587559727,3.66807,,,,,,,,,,,0,0,0,0,1236.4474,18773.58,1092.0083,15748.166,8306.329,0,0,0,0,7995.7095,2906.256,9755.024,0,3942.7075,
8140,691.1138633827135,3.6688895,,,,,,,,,,,0,0,0,0,0,12422.017,0,25429.322,32962.387,0,0,0,0,6181.777,11956.796,10621.081,10178.171,6579.687,
8150,495.0995113115009,3.6699314,,,,,,,,,,,0,0,0,0,0,16377.852,0,16298.004,32798.23,0,0,0,0,15730.69,9537.621,12742.675,11157.589,14469.983,
8154,481.0820525580012,3.660546,,,,,,,,,,,0,0,0,0,0,10229.304,0,10053.356,21593.523,0,0,0,0,7324.106,2298.5337,2171.482,1709.4818,2157.6892,
8167,228.99045559656258,3.6661704,,,,,,,,,,,45568.86,45978.574,44822.633,53691.383,45552.906,34365.28,51812.414,30872.455,36137.707,9605.779,49211.062,8809.056,7737.8955,29779.408,30595.436,31431.463,30160.584,25474.387,
8168,423.18673142519583,3.6761856,,,,,,,,,,,0,0,0,0,0,63095.473,0,139949.03,32964.52,0,0,0,0,13501.986,13044.769,13122.274,3698.6802,16449.586,
8169,419.0829671774932,3.6772332,,,,,,,,,,,0,0,0,0,0,17354.803,0,28603.934,29881.691,0,0,0,0,9143.566,14424.174,13579.936,13972.072,11098.024,
8172,417.0854671119447,3.6793165,,,,,,,,,,,0,0,0,0,0,39213.926,0,78171.81,77903.56,0,0,0,0,27729.143,41679.473,40732.83,40230.24,31053.393,
8173,325.15545576654074,3.6793954,,,,,,,,,,,0,0,0,0,0,28832.984,0,39513.88,21639.477,0,0,0,0,13175.376,10866.853,0,14635.899,13775.049,
8175,239.12853213984818,3.67007,,,,,,,,,,,0,0,0,4916.917,0,10071.341,2010.6132,12463.223,6083.554,0,2353.7551,0,0,4047.6328,0,2313.4807,2944.4263,2686.0464,
8176,597.1975083311264,3.6888783,,,,,,,,,,,0,0,2113.6804,1614.5457,3898.7983,10191.412,0,10802.661,9287.953,0,1623.6831,0,0,4528.801,1891.564,5627.5986,3094.505,3702.1035,
8177,271.15472851730476,3.672292,,,,,,,,,,,0,0,1713.8002,167334.33,1711.0514,3360.7249,129652.625,3981.6016,4064.0022,0,202059.97,0,0,40889.566,41550.062,43269.79,42572.117,39358.0,
8185,269.13916372812554,3.68013,,,,,,,,,,,0,0,5367.3022,12331.318,0,2452.8655,8275.248,2761.8481,1380.1033,1585.1445,13700.699,1679.1276,0,3595.4023,4250.5625,4598.5933,3549.855,3278.8218,
8186,444.10431066752625,3.6834896,,,,,,,,,,,0,0,0,0,0,23772.785,0,36185.22,34732.543,0,0,0,0,13448.211,16068.97,16403.146,17097.377,13315.567,
8187,176.997881640765,3.6935186,,,,,,,,,,,31101.424,29559.35,29125.607,29737.674,24751.4,25622.56,31993.006,21288.2,26271.346,8270.542,29325.209,6324.4224,4075.68,18834.441,17786.635,19955.36,18682.361,23386.676,
8188,383.0805089588626,3.6834893,,,,,,,,,,,0,0,0,0,0,19530.912,0,24362.441,23673.178,0,0,0,0,10686.239,8533.289,10585.347,2820.9636,10837.713,
8189,713.2248787177355,3.6782708,,,,,,,,,,,0,0,0,0,0,48609.33,0,68964.71,23822.549,0,0,0,0,10740.339,13990.019,18866.994,13091.524,10601.423,
8190,335.14959274401224,3.6822946,,,,,,,,,,,0,2914.7905,0,2167.578,7208.805,14895.219,1688.3612,17721.52,6845.0776,0,2390.3271,0,0,0,5346.446,5186.491,5008.273,4829.8325,
8191,659.1073655278415,3.6803603,,,,,,,,,,,0,0,0,0,0,5468.561,0,9991.788,9309.018,0,0,0,0,2739.3762,7669.849,8046.987,7345.1616,2244.4238,
8192,271.16615406710594,3.6915708,,,,,,,,,,,0,0,0,14379.741,0,0,13687.555,0,0,0,18877.68,0,0,0,0,4336.4404,0,0,
8194,333.1699312946323,3.6886868,,,,,,,,,,,0,0,0,10244.355,0,2002.089,5509.8384,2747.7505,3177.4958,0,17370.26,0,0,2036.1267,0,2883.192,0,1516.675,
8195,387.1241991589407,3.6827333,,,,,,,,,,,0,0,0,12684.21,0,0,14550.348,0,2074.9714,0,16333.621,0,0,3008.4282,0,3777.6863,0,0,
8196,208.98418548890027,3.6847763,,,,,,,,,,,20130.613,20499.238,22778.678,25722.574,21170.959,15964.209,20558.92,13852.266,17441.203,6530.3823,22564.338,0,3092.9697,15874.313,14266.341,15304.508,13448.276,14139.359,
8198,460.9941482249463,3.6870127,,,,,,,,,,,0,0,0,0,0,7424.904,0,0,10852.352,0,0,0,1681.2386,30493.537,27895.223,27183.445,28023.053,26910.902,
8201,239.09234355292878,3.6877708,,,,,,,,,,,0,0,1400.3766,4290.7505,6388.9004,2593.752,3735.6987,2009.9525,3360.878,0,5272.6177,0,8603.905,6560.211,0,6097.2925,5225.5576,2457.675,
8211,333.1915451771056,3.6936834,,,,,,,,,,,0,0,0,16879.041,0,11862.198,12472.197,6298.0522,6269.3076,0,25514.924,0,0,8528.623,8826.346,9258.724,8785.67,1962.2493,
8213,386.9986536460975,3.6972458,,,,,,,,,,,0,0,0,3188.385,5310.5566,0,4315.7515,0,0,0,5605.114,0,0,0,10431.351,9077.058,9814.751,9123.612,
8214,705.1298468324022,3.6866167,,,,,,,,,,,0,0,0,0,0,4836.4287,0,8479.37,7885.5967,0,0,0,0,2421.7869,4111.006,5157.0117,4413.754,3377.5208,
8217,267.1598087449001,3.6934152,,,,,,,,,,,0,0,0,14178.853,0,7098.815,25126.457,8876.423,3579.8591,7499.334,16227.616,13333.76,10859.846,10433.765,5958.925,7250.631,0,10643.35,
8219,343.2123060845858,3.696412,,,,,,,,,,,0,1611.4985,3339.5317,72916.67,2215.5085,15730.15,53887.8,18222.107,11302.1455,1619.1779,86424.4,2062.4155,2144.0757,26707.088,25948.104,29316.25,25332.855,0,
8220,729.2910035091071,3.7053876,,,,,,,,,,,0,0,0,0,0,19541.627,0,20495.023,8487.13,0,0,0,0,4979.0,2949.676,2568.4739,2774.365,5076.8325,
8221,463.0094483141438,3.7067208,,,,,,,,,,,0,11969.614,14143.604,0,39144.715,0,0,0,0,0,0,0,0,0,6144.7373,0,0,0,
8222,489.8712488260464,3.6990998,,,,,,,,,,,0,13401.91,21395.158,0,23816.771,0,0,0,0,0,0,0,0,0,0,0,0,0,
8223,491.8683032133584,3.6990998,,,,,,,,,,,0,13046.517,18261.873,0,21318.008,0,0,0,0,0,0,0,0,0,0,0,0,0,
8230,599.2130210736575,3.6930022,,,,,,,,,,,0,2386.9458,7375.4473,1548.2019,11276.852,3354.7317,1948.5538,0,9065.857,0,4089.938,0,1467.1288,3298.1113,4692.672,3865.014,3955.8965,0,
8233,329.04243495075593,3.6919107,,,,,,,,,,,0,8163.525,10251.272,0,14111.511,1681.4706,1864.469,2173.2646,1939.9147,0,0,0,0,3724.1238,1547.7275,2255.5872,0,2901.127,
8234,454.9023910316729,3.6964366,,,,,,,,,,,0,12921.376,13756.36,0,16293.523,0,0,0,0,0,0,0,0,2418.2227,0,0,0,1719.498,
8235,523.1590440483635,3.7016222,,,,,,,,,,,0,0,0,0,0,13184.62,0,11253.387,11863.675,0,0,0,0,7195.3374,0,0,1584.3572,7709.9414,
8236,379.1964048684931,3.703302,,,,,,,,,,,0,0,0,0,0,36752.316,0,51031.504,24199.643,0,0,0,0,12431.154,12221.653,17410.992,9950.596,12204.87,
8237,491.0202868599745,3.7076223,,,,,,,,,,,0,0,0,0,3275.9043,0,0,0,0,2593.652,0,0,0,6383.7495,13141.074,13764.693,12117.723,0,
8238,230.98649825186754,3.7196896,,,,,,,,,,,28088.92,31488.021,38274.137,43868.57,0,35867.07,40386.43,34213.133,33034.516,16576.6,41716.72,12095.604,6676.9087,27960.36,27218.436,28445.023,22150.236,31522.387,
8239,579.233872973766,3.697048,,,,,,,,,,,0,0,0,0,0,9794.298,0,18857.863,18480.389,0,0,0,0,5419.5317,3464.8892,9035.926,4308.8315,5980.4106,
8240,659.1609788611778,3.7017972,,,,,,,,,,,0,0,0,0,0,20869.48,0,20168.734,11474.703,0,0,0,0,5314.114,0,5833.4795,0,6230.572,
8243,467.10343664854355,3.702224,,,,,,,,,,,0,0,0,0,0,0,0,4073.728,20528.225,0,0,0,0,4022.5781,7499.4233,8250.88,5294.5254,1566.0048,
8244,456.8995433725252,3.7074444,,,,,,,,,,,0,8179.228,9350.917,0,13959.707,0,0,0,0,0,0,0,0,0,0,0,0,0,
8247,331.15434393782414,3.7082183,,,,,,,,,,,0,0,0,5064.0,0,17464.863,0,25305.193,12560.331,0,3743.6255,0,0,6959.4756,2123.5754,1775.3618,2015.244,7308.614,
8248,595.2028372889653,3.7103333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14577.289,0,17638.709,35144.668,7811.9175,13680.384,15365.353,17541.672,7147.169,
8255,377.18063311817707,3.6982617,,,,,,,,,,,0,0,0,0,0,13261.134,0,21300.07,20518.646,0,0,0,0,6130.2637,2057.8762,1685.6735,2418.517,0,
8256,305.1601950732482,3.7125645,,,,,,,,,,,0,0,0,0,0,24410.652,0,35274.562,14109.032,0,0,0,0,9062.776,6333.7065,9229.428,6585.35,0,
8257,493.1864043103142,3.7063026,,,,,,,,,,,0,0,0,0,0,20417.713,0,26140.865,12709.723,1137.0759,0,0,0,5474.025,0,0,0,8364.508,
8259,575.2340236581732,3.703495,,,,,,,,,,,0,0,0,0,0,0,0,6299.5747,2502.2053,8691.745,0,8641.68,10618.879,3421.2087,0,0,0,2714.4443,
8260,183.11214645100455,3.720731,,,,,,,,,,,0,0,0,10143.666,0,0,11523.911,0,0,0,13274.752,0,0,1547.5009,2688.7808,2993.3564,2632.78,0,
8261,183.10245426067465,3.7087824,,,,,,,,,,,0,2052.1047,6887.5957,130329.46,0,3645.2551,132295.95,4607.321,3573.588,1908.4796,160170.5,5183.0024,8768.945,27980.943,26162.525,29254.44,29036.953,33341.555,
8262,409.22276549398396,3.7134001,,,,,,,,,,,0,0,0,2415.0725,0,7547.368,0,12506.77,9344.017,0,1677.0999,0,0,4426.0366,0,0,1764.7206,3933.7493,
8264,301.20169212874504,3.7141607,,,,,,,,,,,0,0,0,41067.5,0,2084.2327,36648.44,2751.8047,3409.962,0,48482.41,0,0,18164.77,13850.605,15931.252,15028.568,14087.591,
8268,359.1858603286479,3.7210352,,,,,,,,,,,0,0,0,0,0,20294.852,0,31487.895,22695.889,0,0,0,0,9643.216,1585.7802,9366.819,10045.009,8711.67,
8269,585.2337332777597,3.712972,,,,,,,,,,,0,3398.6829,9028.239,2161.522,131732.31,2036.615,2568.2563,2259.7698,0,0,2852.462,0,0,22619.215,22778.328,22795.285,23381.1,0,
8279,309.0104236106145,3.725964,,,,,,,,,,,4797.0054,7083.6025,8476.352,10717.033,6766.276,5949.345,7563.8267,6500.0283,6713.5737,3160.6401,8348.365,2154.1353,2408.45,6269.8667,7081.773,5913.957,6000.792,6470.7524,
8286,152.99691904292598,3.7242794,,,,,,,,,,,13243.561,13122.184,11270.918,13535.326,12744.303,8965.779,14257.56,8076.582,8238.473,2916.0,15742.148,2010.2233,2152.0188,8771.04,0,8886.143,7854.079,7632.2593,
8289,329.029802897481,3.7245462,,,,,,,,,,,0,75175.99,92951.08,0,140027.72,0,0,1625.2578,0,0,0,0,0,22230.404,18944.814,21080.453,19176.357,21227.682,
8294,309.1008883222218,3.7369893,,,,,,,,,,,0,0,0,2304.947,0,50643.812,5597.456,69361.5,27884.207,64633.01,3848.8152,25193.105,32327.156,28686.21,26555.098,35679.652,26931.785,28813.17,
8297,347.1856662780551,3.732108,,,,,,,,,,,0,0,0,3220.4329,0,1813.4503,0,3268.3806,0,12279.918,2770.1316,12295.951,1564.0851,6926.867,2114.2373,2298.3699,2272.5728,6377.013,
8301,247.0007743684362,3.731526,,,,,,,,,,,51487.312,49152.14,52498.44,57718.273,48769.688,38534.605,53545.32,34111.8,39549.402,9731.224,52304.516,9473.516,8749.052,33696.316,36008.668,33249.434,26746.42,29666.02,
8304,299.0178628192818,3.7266166,,,,,,,,,,,0,0,29637.37,0,0,0,0,0,15228.981,0,0,1248.1818,0,10169.52,0,11285.36,12627.122,11250.399,
8312,723.2753532103163,3.7241604,,,,,,,,,,,0,0,0,0,0,18115.76,0,21417.748,10781.319,0,0,0,0,4473.4224,1812.576,2371.7507,3060.702,5101.0093,
8325,679.2275982515949,3.7394931,,,,,,,,,,,0,0,0,0,0,7208.0347,0,8659.743,6914.4004,0,0,0,0,3340.7751,0,3316.9402,0,0,
8334,487.1806240392986,3.7525115,,,,,,,,,,,0,1427.126,1950.069,0,0,1989.3025,0,27897.434,19852.104,0,0,0,0,7590.4497,7943.668,8468.5205,8078.0537,7773.895,
8339,348.23905972247064,3.7624793,,,,,,,,,,,0,0,0,18137.79,0,0,16942.809,0,0,0,16624.01,0,0,0,0,4712.889,0,0,
8340,621.2094492755905,3.7521229,,,,,,,,,,,0,0,0,0,32426.404,2230.592,1510.5652,0,3040.9116,0,0,0,0,2116.9688,6376.9263,8889.494,7309.915,0,
8343,617.2341019435701,3.7615802,,,,,,,,,,,0,0,0,0,0,8146.7397,0,9757.197,8955.202,1290.0176,0,0,0,4074.9004,0,0,0,0,
8348,231.1597995743616,3.7454402,,,,,,,,,,,0,0,4305.2363,13331.018,0,3461.1216,9775.522,4009.7395,2702.695,0,15114.205,2511.277,0,4913.7334,0,1356.3755,0,0,
8350,371.13743975922534,3.7590785,,,,,,,,,,,0,9232.276,18419.96,0,21548.186,0,0,0,0,0,0,0,0,13413.471,13761.454,13578.755,11060.532,0,
8351,1154.087033609644,3.7582777,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10162.808,0,11144.4,5000.4976,2884.4968,0,0,1995.0891,3144.49,
8359,343.08203680573286,3.7617066,,,,,,,,,,,0,0,0,0,0,13898.349,0,15153.466,7037.347,0,0,0,0,4808.3877,5327.4854,2161.8093,4967.8755,4808.989,
8361,331.1757524656703,3.7651134,,,,,,,,,,,0,0,0,11606.1455,0,14492.194,7067.1675,17184.898,14485.03,0,14138.781,0,0,9043.398,7120.825,7344.318,7384.5356,0,
8362,437.2142210471898,3.750975,,,,,,,,,,,0,0,0,0,0,27539.71,1508.6543,45488.53,37146.777,0,0,0,0,9774.524,0,0,0,6272.383,
8364,347.10349633609724,3.7567737,,,,,,,,,,,0,0,0,0,0,0,0,10356.8125,0,0,2492.1118,0,0,4959.0957,75980.87,86472.23,71588.26,2744.7522,
8366,965.246528048229,3.7651086,,,,,,,,,,,0,0,0,0,0,9502.997,0,7981.047,10076.219,0,0,0,0,7104.1724,0,0,0,0,
8372,337.1650311379076,3.7676818,,,,,,,,,,,0,0,0,2226.4092,0,7605.0625,8455.961,8634.393,3436.3987,0,3585.563,0,0,2170.1328,0,3466.3225,3131.321,2195.9006,
8373,383.12901797699215,3.7686641,,,,,,,,,,,0,0,0,4348.579,0,0,6702.122,0,3546.9622,0,5341.8345,1713.5216,0,0,2611.396,3306.0557,0,0,
8382,537.0965101131708,3.7674928,,,,,,,,,,,0,0,0,0,0,11919.196,0,16824.771,18772.188,0,0,0,0,9426.62,0,9278.175,1257.2743,7009.9688,
