row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,PB_neg_5.mzML Peak height,Cg2_neg_12.mzML Peak height,Cg1_neg_13.mzML Peak height,Ps2_neg_14.mzML Peak height,Cg3_neg_10.mzML Peak height,Asp3_neg_19.mzML Peak height,Ps1_neg_20.mzML Peak height,Asp2_neg_16.mzML Peak height,Asp1_neg_18.mzML Peak height,Ml1_neg_9.mzML Peak height,Ps3_neg_21.mzML Peak height,Ml3_neg_17.mzML Peak height,Ml2_neg_11.mzML Peak height,QC_neg_7.mzML Peak height,QC_neg_22.mzML Peak height,QC_neg_8.mzML Peak height,QC_neg_15.mzML Peak height,QC_neg_24.mzML Peak height,
10,240.96088592851686,0.24540444,,,,,,,,,,,0,0,0,5885.1763,1610.3884,11894.478,4307.8223,9771.003,9930.9,2086.4712,7680.9033,10607.016,7729.5093,10407.563,7580.5557,8715.505,7450.248,6996.6445,
16,196.94394935851602,0.24505554,,,,,,,,,,,36573.43,20279.75,55264.9,94034.39,42360.016,841897.1,90053.02,108258.46,471714.6,64210.105,448576.84,133991.03,123979.016,128444.58,112905.875,120309.98,112871.02,106399.914,
19,238.96731028657254,0.24320276,,,,,,,,,,,6902.064,1980.6691,13092.528,17268.736,7297.8613,29025.414,16786.943,28451.164,28613.84,12897.713,27916.09,28924.895,22548.756,28110.188,25439.785,28574.133,25188.79,27684.38,
20,210.9722000140221,0.24327354,,,,,,,,,,,2761.9578,0,5414.254,6754.175,3181.28,15811.139,7279.629,14557.294,14232.462,4507.2847,14915.779,14292.401,11370.398,11537.964,12554.357,13339.748,12681.774,13169.284,
22,266.95188087172085,0.24320279,,,,,,,,,,,42948.49,7687.8633,75482.75,101656.61,43619.523,266736.7,111604.21,225854.88,223496.36,68134.66,261294.89,267766.5,173774.25,227950.86,208491.36,221092.3,205856.14,226098.86,
25,252.93059578939565,0.24505,,,,,,,,,,,0,0,3195.3813,4454.0444,2257.2266,17765.51,4882.8887,16277.611,14972.65,2973.1646,18995.338,16969.049,9398.193,11949.064,12117.011,14460.132,12457.396,13489.482,
26,270.9412140471708,0.24425589,,,,,,,,,,,1621.5204,0,4639.03,6777.423,2276.8877,27716.598,8275.32,28717.512,23226.783,4666.456,26452.46,31891.387,18828.469,21803.932,21282.559,21044.074,21131.15,20437.742,
27,326.9312907750772,0.24327452,,,,,,,,,,,9336.041,0,22755.418,35665.242,6957.311,143699.12,38185.84,120314.83,109710.41,21658.646,130002.03,139836.7,72347.695,104720.445,98454.33,104593.29,93038.05,109937.92,
28,198.94092760509605,0.25014374,,,,,,,,,,,13934.119,8074.766,18264.096,32598.56,12833.599,281356.75,33621.0,277260.44,152758.52,17446.348,163334.12,43942.707,40918.54,0,37200.402,0,42351.805,33514.043,
29,298.93610640957513,0.24376471,,,,,,,,,,,8707.826,0,15853.976,25388.373,6651.16,102051.31,29112.0,95771.83,79798.31,22185.156,83312.39,102121.64,54022.04,70801.52,75532.67,75034.83,71593.74,75964.03,
30,544.8485352209235,0.24595974,,,,,,,,,,,3952.8901,0,0,0,0,63157.055,0,58381.414,45905.85,0,53861.355,69632.79,21727.033,43655.695,35582.688,40650.656,30234.883,34410.37,
31,210.96204665291896,0.24459444,,,,,,,,,,,29072.547,5136.668,50291.26,70951.45,29235.354,176397.67,74163.99,167939.58,148681.53,54116.336,162793.23,175895.8,124058.42,150201.14,149241.2,144469.05,136619.4,144102.88,
32,280.9254271304741,0.2442559,,,,,,,,,,,4635.1836,0,8388.635,13453.38,3860.7856,62308.266,16650.77,53404.297,49003.914,9310.077,49048.13,61470.543,31172.107,39753.785,40786.277,41299.0,39627.164,42346.047,
33,308.92041033031643,0.2442559,,,,,,,,,,,4745.945,0,12309.98,17214.012,4305.157,66488.266,14995.267,55429.703,54398.336,8530.015,54749.902,65708.01,36062.793,49130.29,45451.695,46412.79,42657.85,48498.39,
34,354.9262137132198,0.24282889,,,,,,,,,,,6016.2363,0,0,20201.229,0,81652.45,25530.113,81051.67,66110.4,13774.27,78108.01,86142.984,47146.438,62330.617,67214.08,65264.258,59199.484,65276.38,
35,572.8430169370962,0.24355696,,,,,,,,,,,0,0,0,0,0,40136.71,4033.9004,30008.668,24571.363,0,25961.232,40989.203,11149.115,22356.89,20081.375,18778.674,16706.402,22183.006,
36,636.8579995606605,0.24172439,,,,,,,,,,,0,0,0,1795.0238,0,14671.828,2306.25,11140.676,10951.44,0,10494.442,15461.559,5995.654,8039.579,8711.543,7437.0684,8483.37,8609.909,
38,400.93130246991376,0.24263439,,,,,,,,,,,1671.8176,0,3065.1074,5759.408,0,19607.314,5758.2075,17804.025,15986.756,3145.681,21523.977,20617.799,11133.687,17212.656,16105.055,16810.336,15702.073,12939.271,
39,576.879080364314,0.24337223,,,,,,,,,,,0,0,1930.1554,3996.1238,0,25968.594,4055.8596,22448.008,18233.922,2043.8884,22306.268,28081.354,9376.459,15012.073,18416.324,14543.823,17768.191,15885.546,
40,266.9625635776631,0.24474607,,,,,,,,,,,5074.26,0,10548.948,13045.96,7948.666,21810.35,11814.795,19852.533,18372.41,9565.801,21945.69,19740.008,17413.076,18813.371,19032.227,20341.275,19907.025,20333.23,
41,502.8792946180834,0.2442,,,,,,,,,,,1841.8445,0,6272.5923,8089.1304,0,65451.625,12056.622,52191.7,44856.383,3805.6277,51963.42,69021.07,25753.834,41290.008,36463.06,43221.66,31382.834,34757.21,
43,414.90591906807816,0.24520257,,,,,,,,,,,2096.574,0,0,0,0,37929.676,8028.938,31622.818,29203.777,0,34432.15,37922.71,17584.088,27172.281,23322.328,23540.963,24123.191,25619.354,
44,538.9001383425457,0.2439289,,,,,,,,,,,0,0,4169.149,4177.489,0,53291.184,5848.0757,41084.68,38950.176,4488.3267,43308.098,57536.582,19165.678,33364.344,30055.816,31986.457,26525.736,34859.02,
45,238.95700083793287,0.24413055,,,,,,,,,,,70891.07,12344.203,127400.26,191617.81,68622.17,421881.66,202820.56,405861.0,387697.97,126725.766,403855.88,422203.97,312886.62,382878.16,365008.8,369306.47,352208.88,365855.16,
47,604.8737153556837,0.25143236,,,,,,,,,,,24452.572,7235.5513,5322.6694,2439.4788,0,20621.826,2499.6592,13972.585,12017.17,1919.7559,13794.287,24270.383,6194.742,9109.176,11278.177,8638.266,8712.899,11394.04,
48,474.88448521517876,0.24396549,,,,,,,,,,,0,0,1348.2604,3221.25,0,21347.387,2263.474,16978.826,20778.725,0,17516.336,26989.36,7557.9487,13637.293,9628.771,14043.247,11698.786,14503.483,
50,650.8324455611522,0.24364874,,,,,,,,,,,0,0,0,1140.2012,0,20287.883,1770.6256,13435.171,12503.275,0,13181.79,23844.764,6514.1353,10126.777,9147.726,10792.187,8072.1177,9337.319,
51,428.9261487864442,0.24474607,,,,,,,,,,,5653.137,0,12290.449,19118.174,4129.1226,74968.97,21111.67,72471.34,59284.56,11383.695,66801.945,76500.76,42045.242,55488.51,56696.45,55319.035,55001.406,55410.332,
52,460.9105106928638,0.24474609,,,,,,,,,,,4330.4326,0,8094.8447,14302.44,2629.3145,89705.875,18324.027,80974.0,65028.78,8351.237,78900.69,96629.68,40815.67,66925.25,56961.773,62389.566,56666.535,59478.742,
53,506.9159873822665,0.24474704,,,,,,,,,,,3156.4746,0,12466.64,21591.422,3263.6719,123157.984,21749.379,93198.21,90264.43,10806.94,90742.31,123918.68,52281.74,78055.47,75349.914,69486.01,68209.34,70185.61,
54,442.9006818254095,0.24523726,,,,,,,,,,,2207.6199,0,6188.047,9582.44,2945.0059,62099.13,13673.572,47181.49,49708.9,5099.0356,52463.81,62740.395,29285.521,44182.453,38145.04,40965.79,41222.05,42180.863,
55,530.8740827896337,0.24375597,,,,,,,,,,,0,0,0,3843.1733,1421.4161,30899.934,5663.152,22958.996,22813.01,0,24046.686,28264.793,10833.864,18728.895,18881.457,19024.273,15889.698,18340.053,
56,556.9107765625561,0.24493463,,,,,,,,,,,0,0,0,2311.1807,0,23036.514,2549.9731,18224.176,16790.043,0,18114.725,25516.785,8699.545,13307.626,13491.681,11634.002,12085.559,11114.034,
57,678.8268120095877,0.24765418,,,,,,,,,,,0,0,2549.7751,1969.1669,1971.3374,23628.83,1638.1389,13033.52,11201.77,2683.187,13381.988,20875.977,4953.4863,9433.162,10547.254,7450.4326,7585.6143,9543.701,
58,444.8659631141141,0.24503998,,,,,,,,,,,0,0,4021.1267,4775.4263,0,4060.1697,4150.8105,4549.0796,7135.131,3209.9631,5579.245,4929.9414,5279.7617,7282.1235,8308.69,6677.0522,9289.692,8312.299,
59,488.90515724574317,0.24644814,,,,,,,,,,,2878.0598,1989.2726,6939.648,11837.803,2713.0286,74148.305,16160.767,65736.44,55316.195,5980.0215,67477.89,80088.914,35134.266,50919.49,53174.527,50972.78,49315.97,52839.344,
61,298.94740686405197,0.24485478,,,,,,,,,,,0,0,0,0,1937.2346,10834.365,3581.2383,9939.514,9256.593,2904.0454,9170.859,10422.552,6288.413,9215.055,8102.463,8174.043,9146.368,8406.516,
62,548.8844727061393,0.24355835,,,,,,,,,,,0,0,0,0,0,10618.455,2053.25,8164.3193,8057.0146,0,8100.8345,8432.94,3514.0332,5620.4453,5076.025,6145.852,4690.966,5508.2583,
63,426.8559993967512,0.24472085,,,,,,,,,,,2502.521,0,7806.0337,5817.929,0,6831.7466,6759.5654,8387.643,11817.747,7630.5,7999.33,8129.5825,10587.098,9290.727,14151.2,9298.626,9494.694,11289.743,
64,294.94672894521807,0.2459852,,,,,,,,,,,8445.124,3386.401,14840.581,27170.348,10633.926,79425.61,24185.016,66375.57,59426.832,15908.598,60443.926,82924.16,46142.67,55197.117,54535.215,59377.67,52905.137,58257.652,
65,356.8920609642011,0.24320184,,,,,,,,,,,5491.288,1748.0702,15986.954,11863.335,5041.3853,12055.1455,11966.089,13281.386,16574.465,17938.457,14554.855,11403.921,12701.721,12677.87,17401.244,14622.243,15314.603,15339.499,
73,384.8872780740381,0.2455185,,,,,,,,,,,5693.934,3404.2876,20232.434,14053.821,8906.613,12854.903,12509.713,17457.914,17476.076,19802.975,19674.371,14647.32,16287.503,14503.45,21075.994,16535.988,16572.63,18133.441,
74,516.8996599441747,0.24965313,,,,,,,,,,,0,5163.415,1373.1609,5747.6016,1909.0696,17436.584,6181.675,12961.968,11017.869,0,14373.28,18402.34,7590.624,8916.414,9680.122,11551.328,11189.074,12235.0,
75,514.8312354471684,0.2461789,,,,,,,,,,,0,0,2933.6545,0,1925.4861,6482.3667,3589.3025,6451.615,7104.899,3075.8203,8432.083,7782.8687,7308.583,7395.5864,8159.877,6545.134,5966.7886,7938.7646,
76,382.9208907213152,0.2462196,,,,,,,,,,,1749.0156,0,4004.9407,7099.5483,2599.634,25914.12,6198.215,22890.7,20325.203,4371.2266,21085.076,27630.979,12233.531,20559.81,19389.365,21914.65,16960.023,18238.646,
77,706.8215375483658,0.2485125,,,,,,,,,,,2522.0,1802.7609,0,1703.6348,0,11478.048,2027.3123,12157.871,10890.655,4686.086,11960.521,15096.252,4440.2754,8484.418,7479.228,8152.0723,6621.2896,7635.1743,
78,470.8949192166615,0.24996173,,,,,,,,,,,3384.095,2796.2097,3097.0525,4396.2456,0,20557.81,5127.421,18169.426,15740.391,3668.142,19788.186,22795.123,10586.22,13716.022,12336.994,12792.553,15976.867,14899.066,
79,294.9579485174758,0.24962221,,,,,,,,,,,0,0,4076.1113,4500.085,3429.746,9031.594,3841.5999,8321.44,8992.231,3021.5103,7571.5454,9286.891,0,7040.754,6343.292,7881.6904,5926.1543,7167.625,
83,632.8242294439666,0.24669093,,,,,,,,,,,0,0,0,0,1971.3495,17589.29,0,10132.293,8990.13,0,8433.49,14472.114,0,7451.9907,6268.5713,6957.026,7472.0566,8651.543,
84,544.895273285385,0.24974272,,,,,,,,,,,0,0,1774.125,4579.5103,1501.344,49436.36,6956.8916,33760.24,31247.25,2517.539,34596.19,54738.164,12608.242,24140.342,25463.262,24001.172,21636.11,24483.383,
85,558.869338882177,0.24364875,,,,,,,,,,,0,0,0,1762.0074,0,14047.78,2398.3196,11536.014,9214.94,0,11986.388,17679.475,5264.5684,8811.507,7697.47,8871.235,5965.948,7696.0547,
86,454.85098977972706,0.24315521,,,,,,,,,,,2107.9937,0,5156.4985,6037.016,0,5850.008,4088.4648,6344.5527,7161.802,6120.565,6809.993,5456.5923,6003.414,8232.021,10045.638,7613.3506,9511.837,11986.029,
88,542.8253939025474,0.25152293,,,,,,,,,,,1681.9535,0,3676.8682,0,3639.2202,6914.294,7136.8784,7854.2554,6435.0044,3728.4675,7481.581,7006.628,6930.091,6329.2837,9704.221,8054.4316,8859.444,7725.203,
89,584.9061070359752,0.2439655,,,,,,,,,,,0,0,1472.7765,2416.1748,0,13900.812,2686.921,12831.61,10098.669,0,12266.177,17992.31,6222.242,8514.916,9189.147,9450.801,10022.749,8641.365,
91,720.7953246957635,0.24705835,,,,,,,,,,,0,0,0,1491.3834,0,15116.688,0,9826.179,7141.0034,0,9017.463,16541.105,2552.398,7025.5874,4492.7656,6547.1743,5254.917,6709.893,
92,326.94237055766735,0.25106212,,,,,,,,,,,0,0,0,0,0,17128.355,0,14500.956,16530.023,0,15736.122,13387.563,12673.937,12262.96,16195.384,16598.402,15598.445,15570.291,
98,482.88018647826397,0.25317565,,,,,,,,,,,0,0,0,0,0,17977.268,10064.777,21485.86,24727.064,6062.2583,17672.639,8735.243,15083.11,20110.82,16326.567,18688.635,17278.756,17076.984,
102,570.8545200682903,0.25116,,,,,,,,,,,0,0,3791.7703,4976.0005,0,16397.664,5370.5576,19531.186,20184.047,3679.4104,14139.841,8450.453,8467.623,13146.476,13758.816,13194.498,11944.41,12470.137,
103,456.92132507600894,0.24847122,,,,,,,,,,,0,0,1341.0774,0,0,13985.102,0,9632.86,8705.285,0,9101.335,18159.758,0,5494.923,6772.0786,5916.1816,6264.0415,5988.7666,
106,542.85928846519,0.25171667,,,,,,,,,,,0,0,3435.1343,4721.94,0,14544.434,4322.008,17893.219,13435.399,2379.518,10011.391,7470.24,8454.895,12773.635,11748.625,11874.002,11169.6455,9092.164,
121,394.90574017312883,0.25968775,,,,,,,,,,,2983.2026,3518.7102,4137.9287,0,3997.6416,14055.844,0,19439.27,21302.906,0,11362.126,5499.136,13743.321,15567.936,15420.658,14085.524,15750.78,15401.934,
123,412.91630190235804,0.2535794,,,,,,,,,,,3239.9763,0,14489.714,19050.01,6887.501,28657.137,19464.076,41012.87,39912.023,13509.163,28998.242,14443.586,26679.836,33610.805,30504.605,31249.543,35153.805,30689.486,
124,484.88342879181386,0.25803334,,,,,,,,,,,5128.552,4234.2715,7237.406,10984.286,5824.4443,10859.644,12238.687,15275.973,14355.231,9114.327,18943.082,10121.499,20280.148,14474.802,16884.56,17652.816,17334.69,18761.643,
125,324.94232186060503,0.25479072,,,,,,,,,,,7746.4976,3958.2043,34026.434,34391.41,19411.785,34066.96,37186.215,48631.234,59540.25,35789.95,35932.805,15761.173,42137.652,49675.945,42521.55,45725.965,45508.633,46680.47,
126,510.87493045482677,0.25561002,,,,,,,,,,,0,0,3662.8013,6476.1543,0,12260.747,5038.055,16476.246,12416.342,3507.669,10291.054,4831.743,6579.3667,9018.636,10073.459,8618.164,10312.236,9803.588,
129,236.96815388206784,0.2566426,,,,,,,,,,,3727.669,3486.25,11520.3545,11798.361,9091.202,4185.463,11404.321,6965.68,9163.551,10636.515,5708.2163,2793.9368,10275.272,9707.058,9122.372,8537.854,7975.178,7797.501,
130,558.8366404162465,0.25149897,,,,,,,,,,,2043.2588,0,3749.2874,5517.1626,0,11770.765,7262.758,13267.632,11370.368,3297.939,18480.047,13926.065,13274.927,13908.169,10791.271,12287.522,14053.246,12760.03,
131,468.9059260705451,0.2539422,,,,,,,,,,,0,0,4478.379,7072.574,0,10481.506,6198.04,14407.52,10899.36,3822.137,8251.246,3816.0696,8993.67,9126.756,9316.576,9148.227,9989.841,10090.653,
132,352.9371715842181,0.2552537,,,,,,,,,,,7643.4893,5588.1865,38855.4,50720.4,21970.309,38927.414,46075.97,55085.176,60849.332,39084.99,46078.4,18675.758,43672.082,54921.555,49368.965,58657.652,53904.355,48948.79,
133,348.91528327227843,0.26266944,,,,,,,,,,,12823.132,23935.322,20498.451,41605.152,25754.055,4632.4653,52192.453,11361.777,17497.656,42400.715,13414.594,3208.1826,26914.494,19629.076,18183.793,20385.994,22607.502,18241.588,
134,264.96307713275195,0.25618148,,,,,,,,,,,11744.623,13661.303,27492.65,28134.34,20508.398,11941.654,27260.346,19997.123,21717.188,27107.453,15325.131,6238.47,20495.432,23211.143,20386.848,23271.55,23874.535,20853.285,
136,440.91122709139546,0.25603333,,,,,,,,,,,2525.6416,0,16616.455,17534.889,4946.935,29115.916,17719.096,41575.055,39622.824,12795.207,28740.332,13504.432,30512.043,29554.424,32645.195,34700.793,34173.863,33937.348,
138,246.95254137078726,0.2561815,,,,,,,,,,,14204.61,19066.46,30926.97,39671.734,29141.113,18144.395,33245.05,27852.676,31553.166,31659.879,20435.111,7348.4087,25626.281,26767.182,28971.754,30914.547,27769.117,29344.52,
139,658.8272911729064,0.25376546,,,,,,,,,,,0,0,0,3263.0432,0,9494.583,1637.2284,12539.593,9357.011,2111.7317,7376.9526,5025.051,5125.582,8774.662,6303.907,6878.2085,7986.2417,7325.1113,
142,158.9873095178981,0.26498517,,,,,,,,,,,3585.0002,12154.668,7861.7866,9625.0,7936.7495,2531.0933,9221.199,4280.901,7499.2856,9062.796,4088.2358,1188.0323,6887.794,7119.5576,6206.0854,6907.2617,6858.7827,6645.511,
144,456.88870378387674,0.25710738,,,,,,,,,,,14213.692,2196.898,21053.941,29626.842,13363.717,26580.861,36748.023,31315.549,34258.582,21324.975,48717.93,29029.092,51662.81,43555.004,39955.637,40073.586,41085.273,42313.64,
145,353.9388640336687,0.25517547,,,,,,,,,,,0,1832.3004,7021.2803,9104.941,4912.2476,7094.0024,8622.514,14387.599,12368.14,6601.0703,9409.895,3894.6577,10252.139,10380.503,9900.457,11595.712,12206.706,9531.226,
146,454.88532884821603,0.25537694,,,,,,,,,,,0,0,4860.3853,0,0,17911.03,0,23089.025,21102.111,4963.0337,14492.469,8962.216,13114.831,18285.04,15472.406,18991.646,17308.45,15537.752,
147,218.95764577006122,0.25757313,,,,,,,,,,,4974.6865,7308.558,16065.052,19806.47,15324.449,8350.0625,17987.086,11223.361,18899.97,14928.699,9796.741,3691.7964,13648.194,12665.593,12982.983,12629.76,15482.9795,14544.992,
148,292.95804069273936,0.25757036,,,,,,,,,,,5841.6934,6320.816,15627.692,15119.517,11345.739,5484.347,18511.375,11344.378,11890.826,13840.609,7323.284,3578.3635,14528.854,13370.059,13082.974,12929.706,11222.036,11019.275,
150,308.9350316668772,0.25803703,,,,,,,,,,,16585.096,8404.165,13403.0625,19988.443,16068.774,8315.343,25562.035,10560.588,11732.746,19212.387,12480.228,8925.794,21483.723,13302.079,13065.542,15693.701,16036.897,14450.626,
151,424.90438516687954,0.25848627,,,,,,,,,,,3778.887,0,7333.83,20303.79,5655.242,18889.395,19534.678,22252.852,24179.773,10674.787,28050.695,21907.479,23883.352,24263.846,25271.486,24661.896,25892.31,24410.488,
153,428.8941183893906,0.25799608,,,,,,,,,,,10870.63,0,12361.909,19336.941,10639.973,18534.084,25170.389,19613.889,23023.674,14278.679,28953.758,21735.87,39135.844,27770.906,27346.932,28122.068,28220.973,24399.965,
154,586.8323335415885,0.256,,,,,,,,,,,0,0,3844.591,7806.735,1319.6821,11195.41,8122.9272,15028.244,14707.893,4594.409,19789.533,15094.997,16407.395,13073.568,15008.174,13112.793,11539.726,14788.9795,
155,320.88603349014215,0.26497647,,,,,,,,,,,13592.397,27514.354,22383.654,5421.2656,17664.96,0,4293.9175,2086.296,4351.593,49855.36,2256.2249,1859.3082,13095.249,7603.1724,11129.175,9188.129,9247.668,10712.181,
156,296.9479306822388,0.25803426,,,,,,,,,,,1753.8615,2365.9424,5167.4033,5956.243,3182.6467,5131.41,7694.406,7143.3164,9631.466,4742.001,6333.791,4624.003,5320.0024,8085.9014,7176.977,8619.817,7008.9346,5971.441,
157,368.914748643433,0.258963,,,,,,,,,,,45318.977,12567.089,60079.465,86370.65,45426.812,33380.69,96316.055,53329.953,59871.71,62497.41,70952.11,43143.168,104562.77,76701.484,74173.49,76193.94,74493.195,66902.99,
161,280.94042005070787,0.26128054,,,,,,,,,,,68640.34,37140.633,53521.062,79599.195,63688.785,21759.057,99117.85,32278.17,39684.38,71221.94,44139.402,24546.11,82456.57,56814.9,53268.336,53407.645,51872.297,54255.83,
162,380.93202274091834,0.25799507,,,,,,,,,,,2157.3618,0,7108.6562,9443.167,5168.8423,10544.932,11264.5,13569.712,17115.59,7561.555,11621.259,4326.3154,10920.39,13825.548,11716.529,12462.77,14504.44,11712.394,
163,396.90964977682796,0.25896204,,,,,,,,,,,21768.447,7458.277,26255.553,40705.473,20131.773,18118.676,43608.89,23145.145,31486.062,33207.758,38269.535,21109.707,49653.418,34860.953,34524.23,33818.97,36606.54,33744.684,
164,262.93002756710143,0.2626704,,,,,,,,,,,19219.664,15706.132,17374.703,21581.736,18575.27,13245.593,26182.303,13550.033,10089.076,21485.477,15248.845,6866.5625,20630.291,15444.206,10248.297,15064.51,15907.075,14514.937,
166,434.8713111979891,0.26745766,,,,,,,,,,,17667.54,36237.758,0,21745.668,21608.627,4284.8438,39029.54,0,0,38373.785,3932.9187,5214.4497,13379.272,10507.002,7767.8706,10355.808,0,0,
172,488.8732035546741,0.2560333,,,,,,,,,,,2544.84,0,5353.3936,7483.044,3601.6997,11396.649,8708.26,15137.016,12998.277,5559.654,19078.328,14028.04,21918.408,17706.156,15318.544,17912.443,16123.196,15112.485,
173,304.91276094111424,0.2645241,,,,,,,,,,,53884.938,90565.16,35918.11,71209.94,51938.31,2093.5046,126474.0,6608.9736,13573.035,86867.875,16541.64,3560.478,46242.465,19043.975,20908.484,23943.268,19588.293,19404.684,
174,340.91983250949005,0.25988978,,,,,,,,,,,21112.953,4989.329,23715.443,34383.06,19590.828,16562.8,39353.863,20907.842,25946.057,29476.635,32779.703,18033.506,46427.754,33005.93,31239.088,31879.842,34993.15,31325.541,
176,252.94556977936605,0.2617426,,,,,,,,,,,25555.242,10293.378,24247.174,29792.408,28057.69,7509.2295,38075.926,11972.011,13532.913,26601.363,15918.368,10839.026,31103.031,20623.748,19114.652,17776.62,19499.787,17470.074,
177,272.95866506796347,0.2635972,,,,,,,,,,,6045.0747,50979.242,32625.586,73926.336,27216.9,7144.8477,92858.1,27031.426,41165.82,61916.688,15135.986,1430.9655,28669.38,31223.363,29154.69,29030.57,28882.393,29979.998,
180,159.97968611963907,0.26452407,,,,,,,,,,,5908.8535,24345.48,13666.647,17096.975,16949.273,5508.598,18527.393,6480.6914,13396.807,16698.414,5667.143,2548.377,12842.514,11594.247,13986.482,12631.815,13024.199,12988.883,
181,114.98874478402568,0.26544908,,,,,,,,,,,8298.548,34243.406,23959.57,27097.357,21207.682,6145.901,26483.143,11106.806,21394.111,30022.383,7669.125,3172.4243,14621.951,18629.184,15576.033,15399.062,16103.679,15528.803,
182,179.99056734425125,0.26498702,,,,,,,,,,,5792.214,3935.3518,9454.025,13079.656,7368.159,11367.206,10447.663,13043.336,17710.662,9906.846,11791.763,9415.899,12281.635,13909.652,15564.608,14792.654,14996.398,13974.852,
183,376.90975671313197,0.26498798,,,,,,,,,,,13201.919,18009.04,16931.723,27064.152,19390.21,3711.494,36981.3,11206.256,26463.205,28855.553,17311.258,11261.464,22624.746,19502.771,16285.545,18517.361,17839.328,19585.783,
184,288.9362439562094,0.26498795,,,,,,,,,,,28488.348,118334.125,53423.14,125042.08,62989.566,6843.719,172004.36,18851.217,34636.902,125002.445,26760.402,2375.0881,54949.617,46533.68,35796.453,41549.79,34041.645,33794.227,
188,207.98607119630955,0.26498705,,,,,,,,,,,6916.5557,4775.9194,10588.336,14197.735,7591.323,15515.427,16134.921,16011.649,16754.021,14197.458,16565.385,14257.097,15535.172,19722.78,15850.531,19831.896,18018.32,15384.397,
189,134.9961886094113,0.26637685,,,,,,,,,,,8667.214,6359.927,13149.314,18539.088,12091.352,15886.862,16354.829,15503.726,21790.516,14372.799,19869.111,15162.611,20140.068,20919.0,21772.338,19728.412,22334.527,20362.68,
190,158.97850096280234,0.26637778,,,,,,,,,,,41089.668,153225.66,91203.984,122582.375,95965.09,24949.479,116283.02,46824.7,90086.22,114349.875,47628.582,13582.424,76824.76,86721.25,77451.4,70093.305,85147.89,79407.516,
191,208.9769502207136,0.2654509,,,,,,,,,,,26647.67,20818.432,40025.57,59402.285,35678.258,68960.125,61198.566,64443.496,72548.83,54850.8,72272.67,72147.34,69521.59,67909.61,71225.56,74343.2,72023.09,73794.945,
192,392.8861508270861,0.26363137,,,,,,,,,,,18386.26,18482.572,18144.607,28245.807,18984.758,1702.8948,33156.43,6770.2095,6557.3335,25853.883,11395.128,0,25846.098,13610.027,11898.627,9036.429,14577.514,11332.84,
193,206.97345307803047,0.2659148,,,,,,,,,,,1199436.4,1030502.56,2311204.8,3625405.2,1766317.6,3924235.5,4090866.0,4046012.5,4728082.0,3268744.8,4522604.5,4011689.8,4486172.0,4514223.5,4478263.0,4737514.0,4665848.5,4292872.5,
194,162.99168550300735,0.2663759,,,,,,,,,,,4796.986,5298.5215,11204.636,21262.25,7775.7407,26618.188,20406.26,26244.125,28653.078,17369.104,26510.107,27164.588,21647.58,23340.271,25054.217,26076.322,23621.582,25704.545,
195,180.98198519077397,0.26637778,,,,,,,,,,,34462.53,23511.9,52228.04,83095.29,44205.84,51968.117,51880.32,58613.137,80710.29,52289.965,61734.04,51786.62,79651.66,78307.086,82110.44,76176.1,70842.08,80783.875,
196,106.993042757647,0.26637778,,,,,,,,,,,26069.312,16298.23,36165.188,42938.586,32733.3,37629.49,40199.156,42671.035,63893.105,38282.42,56328.625,39367.34,55464.016,59083.566,60998.965,55455.516,56159.984,65661.98,
197,207.97610136548298,0.2654509,,,,,,,,,,,73406.484,56204.58,104286.016,168498.23,88416.52,175531.12,176556.92,177390.89,205761.19,157104.94,192422.95,172265.58,190347.81,205250.45,192861.53,210036.62,203530.88,191013.39,
198,362.9341621223291,0.27240276,,,,,,,,,,,34097.082,20539.414,55087.418,25473.068,39859.703,3960.5837,26841.73,19884.057,94813.71,51045.03,22856.465,16097.162,58562.336,54567.016,50605.043,43539.965,48985.36,52100.402,
200,178.9784502824952,0.26684073,,,,,,,,,,,1822515.1,1145794.1,3225495.2,4123645.5,2452386.0,3490802.0,3479504.5,3475109.8,5510205.0,3154055.2,4335014.0,3422797.2,5130758.0,5290078.0,5398537.0,5048551.0,5218740.5,5460054.0,
201,150.99129027215574,0.2691583,,,,,,,,,,,18272.977,12424.1875,23026.027,27907.361,19278.518,20814.703,21677.875,23645.31,30813.275,22547.947,26874.342,24104.47,30429.89,34476.65,35398.5,33068.105,28928.418,33655.195,
203,160.9760662755878,0.26755783,,,,,,,,,,,6217.371,19854.146,11975.484,19169.39,13840.184,4150.0806,16860.47,9152.158,15362.551,18254.66,7179.0903,0,9738.531,11109.223,11857.391,11962.681,11997.158,10338.61,
205,134.98802167812593,0.2677685,,,,,,,,,,,116889.5,76766.586,184387.78,259420.52,150577.28,228981.16,234777.31,225762.4,359384.25,191047.89,301604.72,212056.17,289676.84,312663.0,321294.66,305025.88,321226.9,329734.66,
206,179.98118416946716,0.26684073,,,,,,,,,,,64730.863,42575.902,108799.336,143787.27,93411.164,112598.19,117192.57,126912.26,196371.94,107764.625,142424.33,117775.74,176195.2,171120.39,182894.88,161808.89,179754.86,187261.67,
