"Filename",PS-PS_neg_53.mzML,CG-C13_neg_52.mzML,MI-B14_neg_49.mzML,CG-C22_neg_50.mzML,MI-B24_neg_47.mzML,QC_neg_45.mzML,MI-ML_neg_48.mzML,QC_neg_56.mzML,QC_neg_51.mzML,PB_neg_42.mzML,CG-CG_neg_55.mzML,ASP-ASP_neg_54.mzML,QC_neg_46.mzML
4013/294.9832mz/3.89min,68056.875,72459.953125,57890.16015625,66750.1796875,62735.90625,65515.03125,55466.5859375,60587.234375,64787.56640625,69098.25,65697.375,74317.390625,64720.4765625
4014/268.9847mz/3.89min,76002.2578125,80367.90625,72090.2265625,83218.3671875,73566.5078125,76163.7109375,70840.953125,78044.0234375,79269.0390625,83508.234375,80562.4453125,93574.7109375,76713.734375
4015/315.2175mz/3.89min,28240.634765625,,,,,10632.2255859375,,9596.0380859375,8907.8857421875,,,39274.58984375,11655.0205078125
4017/209.1182mz/3.89min,3942.029296875,17555.533203125,,24399.580078125,,11524.8642578125,,10132.0625,13056.2138671875,,25300.326171875,20883.677734375,12537.4873046875
4018/253.1443mz/3.90min,18602.689453125,15095.57421875,18415.455078125,14000.7294921875,15536.7626953125,14283.1298828125,14639.833984375,15168.0107421875,13248.0888671875,15063.4951171875,15551.814453125,15644.880859375,14784.8408203125
4019/973.4643mz/3.90min,,11230.7431640625,,13839.0595703125,,7014.697265625,,7993.7255859375,7404.81982421875,,33481.30859375,,8188.98828125
4020/236.9952mz/3.90min,11246.6865234375,12014.3349609375,11079.912109375,13006.4755859375,12686.7412109375,11486.58984375,9755.4111328125,11499.4228515625,11920.1103515625,10658.521484375,12072.3955078125,13979.7802734375,11349.5791015625
4021/215.1290mz/3.90min,101033.109375,94615.1484375,84979.5546875,92637.015625,97581.671875,86312.828125,81744.4765625,86884.140625,93888.765625,90545.671875,85835.59375,90981.21875,85358.5703125
4023/260.9971mz/3.90min,11333.12109375,11751.2109375,13290.5986328125,12970.001953125,11696.0556640625,11623.8896484375,10443.1953125,11261.615234375,11665.880859375,11882.6015625,13191.384765625,11736.328125,11722.6083984375
4025/242.9868mz/3.90min,40199.171875,38525.37109375,37326.1875,42101.796875,38910.8046875,38249.23046875,33641.38671875,35458.72265625,39420.1953125,36514.00390625,45277.62109375,48009.484375,37392.5078125
4027/236.9950mz/3.90min,12021.5390625,,11255.357421875,13006.4755859375,11093.650390625,11687.923828125,9755.4111328125,11499.4228515625,11920.1103515625,11663.861328125,11854.583984375,13979.7802734375,
4029/326.9894mz/3.92min,23671.15625,26797.314453125,23010.833984375,26352.12890625,25766.982421875,23259.919921875,20832.419921875,24485.0,22923.681640625,23755.044921875,26216.11328125,28351.39453125,24752.91796875
4031/297.1478mz/3.91min,24543.056640625,27420.853515625,27551.34375,28395.498046875,27668.603515625,28734.28125,24434.353515625,29347.146484375,26522.06640625,28283.9765625,25428.224609375,26399.396484375,26651.921875
4034/246.9860mz/3.92min,24739.349609375,26404.974609375,26072.05859375,25107.212890625,23999.25390625,25426.287109375,24205.673828125,,27185.26171875,25440.5859375,24329.794921875,22774.400390625,
4036/186.1038mz/3.92min,25730.794921875,26715.404296875,20803.3828125,25006.330078125,27696.513671875,22446.62109375,14300.1005859375,20827.09765625,22214.8125,30525.70703125,22107.974609375,25290.744140625,24432.525390625
4037/809.3015mz/3.92min,,13596.2392578125,,14797.8134765625,,12708.783203125,,13432.9892578125,13318.1826171875,,56207.84375,20993.982421875,12382.060546875
4038/262.9930mz/3.92min,40991.1484375,38697.60546875,35610.3046875,44401.92578125,40147.35546875,39613.92578125,33618.5390625,39842.29296875,39059.60546875,40968.46484375,43735.59765625,43152.5546875,39168.1640625
4040/230.9881mz/3.92min,27201.48046875,30170.97265625,23362.13671875,21829.6171875,24493.263671875,28894.271484375,20561.197265625,21908.390625,22385.125,22311.685546875,26906.80078125,27430.73046875,23091.541015625
4041/223.0976mz/3.93min,12194.1298828125,10838.5517578125,12023.1279296875,10232.3642578125,12065.2578125,11011.6806640625,11288.283203125,11543.2197265625,14192.6748046875,13193.3505859375,13441.0009765625,13515.798828125,10575.0634765625
4044/327.2176mz/3.93min,297840.1875,17977.484375,8515.541015625,22379.2578125,,56556.9140625,7982.00048828125,57827.74609375,55710.7734375,,40617.984375,75242.0390625,60967.95703125
4055/957.4694mz/3.94min,,13050.7236328125,,16617.2265625,,15999.9130859375,,16192.62890625,17583.05078125,,107032.9453125,,16169.9765625
4056/236.9950mz/3.94min,12021.5390625,,11079.912109375,12244.7451171875,11624.8427734375,12085.267578125,,11499.4228515625,10980.3134765625,11413.517578125,11920.11328125,13065.0126953125,11224.2919921875
4060/583.2184mz/3.95min,,13396.7685546875,,17237.0,,9580.5107421875,,9906.9677734375,9923.806640625,,33029.04296875,10814.0078125,9498.92578125
4066/300.9920mz/3.97min,48072.24609375,62189.45703125,43283.84765625,53814.5234375,42818.08984375,49453.82421875,39430.75390625,49240.46875,49589.91015625,43819.22265625,57517.97265625,50646.6171875,50043.36328125
4069/326.9891mz/3.97min,36969.1015625,36999.75,31235.171875,34976.2734375,32759.873046875,38395.98046875,31945.83203125,32974.2265625,33652.0625,38671.4296875,36483.8203125,39150.359375,37708.05859375
4074/279.0045mz/3.98min,24566.369140625,24676.484375,21376.201171875,25414.734375,25579.009765625,25187.9765625,19294.400390625,23733.55859375,23540.0546875,25665.865234375,22754.154296875,27785.09375,23611.408203125
4075/327.2175mz/3.98min,213784.75,11725.5576171875,5221.22998046875,12038.4833984375,3595.19140625,39575.32421875,6604.787109375,36738.46484375,38722.69921875,,27584.958984375,41610.50390625,41230.328125
4077/242.9869mz/3.97min,27177.013671875,27541.939453125,23125.79296875,26613.67578125,22952.001953125,26457.546875,22458.23046875,26287.603515625,26518.005859375,,26255.03125,29183.828125,27043.9375
4085/248.9941mz/3.99min,11315.3203125,11867.732421875,11140.1337890625,11192.1552734375,12131.31640625,11265.3984375,9018.7333984375,10234.78125,11058.533203125,11948.2275390625,10905.01171875,12845.8837890625,11814.2666015625
4093/186.1038mz/3.98min,11175.8466796875,11862.3359375,9728.533203125,12801.1806640625,11783.732421875,10848.818359375,7720.43701171875,10750.6318359375,11986.177734375,15167.310546875,10279.1826171875,11470.9521484375,11430.7900390625
4099/268.9849mz/4.00min,61942.640625,65460.01953125,54635.359375,64789.21875,59714.36328125,60633.37109375,56932.06640625,60637.140625,59864.44140625,61270.015625,60737.73828125,69216.2734375,59337.609375
4101/251.0963mz/4.00min,21164.083984375,23890.54296875,24821.001953125,21756.546875,21251.775390625,40759.07421875,84383.1640625,40857.12109375,40838.63671875,22927.41015625,20857.5703125,24487.333984375,43454.54296875
4102/355.0108mz/4.01min,10817.4033203125,11882.494140625,9636.2470703125,9869.6904296875,10065.3994140625,11379.1416015625,10793.8994140625,,10723.0908203125,,11553.2275390625,14072.9423828125,
4103/341.0032mz/4.01min,26224.083984375,27294.640625,23942.09765625,26231.078125,26221.009765625,26167.626953125,23208.330078125,26987.453125,26802.2578125,27304.365234375,25807.1875,34602.6953125,28046.662109375
4107/242.9868mz/4.01min,24054.453125,23428.626953125,23125.79296875,24216.4140625,21144.193359375,23970.1640625,23527.38671875,24225.642578125,25815.75390625,22780.1796875,,28169.130859375,25124.591796875
4108/809.3017mz/4.01min,,12097.65234375,,14508.44140625,,7642.79931640625,,8666.9951171875,8026.02392578125,,26696.09765625,7351.74267578125,8642.4599609375
4109/246.9839mz/4.01min,36879.5,36150.1484375,28065.59765625,37734.90625,35261.51171875,34328.25390625,27469.400390625,35389.8984375,31981.12109375,38798.0859375,35746.65625,33523.77734375,34222.859375
4110/236.9944mz/4.01min,12120.4697265625,12897.416015625,11552.2177734375,11860.98828125,10644.6572265625,10954.0205078125,10588.1513671875,,10787.2392578125,11322.115234375,12120.75,12538.6591796875,12092.6416015625
4115/411.0750mz/4.02min,,,,7517.8017578125,,13605.4169921875,,14929.4873046875,14515.19921875,,102166.4921875,,15726.5673828125
4125/238.9966mz/4.05min,11353.12890625,11064.693359375,10221.94140625,11174.2119140625,11618.4521484375,11047.423828125,9903.837890625,10903.3671875,11255.2041015625,10895.9150390625,11119.6240234375,11159.111328125,10988.9111328125
4128/260.9978mz/4.05min,12365.775390625,11690.5732421875,8790.9765625,12371.943359375,10951.9375,12473.890625,9748.626953125,10198.2568359375,11032.6318359375,,11847.13671875,10645.0205078125,11079.0126953125
4130/188.9514mz/4.05min,12011.9208984375,11507.0078125,10893.9169921875,10436.4912109375,10217.7431640625,9578.5859375,9473.5849609375,12158.7978515625,11201.9814453125,11226.087890625,10785.296875,11557.966796875,11494.337890625
4131/236.9946mz/4.05min,11284.5576171875,13515.02734375,11044.8857421875,12458.2822265625,11638.583984375,10419.021484375,9894.01171875,12649.1494140625,11651.4375,11068.322265625,12025.01171875,13934.8271484375,12349.365234375
4137/326.9892mz/4.06min,44766.05078125,47686.09765625,39304.3125,45851.31640625,43776.2578125,43310.046875,38464.4609375,42360.0078125,45142.99609375,50306.5234375,44908.32421875,50144.8984375,42927.4609375
4138/300.9932mz/4.06min,25579.27734375,,22831.8125,,22787.55078125,,21002.78125,27039.658203125,26762.505859375,24566.041015625,,27166.677734375,
4140/197.1183mz/4.06min,22234.541015625,22743.44921875,21666.376953125,20100.228515625,21938.203125,17961.52734375,19432.912109375,22776.3984375,20337.654296875,25716.263671875,22640.556640625,21111.130859375,19819.517578125
4143/283.1551mz/4.06min,38280.8515625,37362.8984375,36930.5,35842.25390625,36643.2421875,35635.19921875,34491.4921875,37218.359375,37278.08203125,34229.81640625,36536.95703125,37174.828125,37019.2109375
4145/341.0034mz/4.06min,29537.486328125,29921.736328125,27777.55859375,31637.271484375,29736.72265625,27312.29296875,26402.767578125,28133.548828125,29670.462890625,30276.98046875,28948.228515625,33646.8828125,29020.37109375
4146/242.9868mz/4.06min,38405.0,39056.20703125,33866.5,35967.8359375,34691.5859375,33987.1796875,32026.7421875,34796.015625,35276.62890625,34142.13671875,33796.703125,36486.53125,34279.97265625
4151/262.9932mz/4.07min,48186.0,47465.19921875,42253.2109375,45159.125,46841.65625,44767.03125,41601.18359375,42313.62109375,46328.93359375,46202.03125,45202.19921875,46827.4765625,42950.53125
4152/227.1289mz/4.06min,10276.5234375,12209.099609375,7751.087890625,12184.138671875,7234.09765625,9395.462890625,8090.78759765625,10174.0185546875,11753.2314453125,7818.8564453125,12321.3583984375,10712.5830078125,10551.90234375
4153/351.0050mz/4.06min,10635.25390625,10145.546875,10618.361328125,,10389.0166015625,9442.4462890625,9093.6396484375,9576.6474609375,,9951.2080078125,,13061.0947265625,9350.3134765625
4154/238.9966mz/4.06min,10029.4033203125,10237.75,10221.94140625,11651.044921875,11618.4521484375,10714.46484375,9903.837890625,12129.2158203125,11255.2041015625,10895.9150390625,10202.2939453125,11083.654296875,10988.9111328125
4156/278.1526mz/4.07min,10321.765625,12111.953125,11448.515625,12392.166015625,10260.93359375,11134.4130859375,11500.8984375,11553.5859375,11838.7958984375,10315.60546875,11291.3115234375,9951.3271484375,13086.0263671875
4157/274.9942mz/4.07min,14507.84375,13733.4130859375,12470.2470703125,16153.9521484375,14202.0419921875,13841.08984375,12539.34765625,16451.9375,14757.1455078125,15459.841796875,13388.65625,16190.421875,14040.017578125
4158/242.1765mz/4.07min,305723.625,309359.5,305413.40625,330460.9375,310775.75,299579.125,298572.40625,307112.75,316762.21875,288784.78125,304431.09375,303938.53125,318135.46875
4160/310.1635mz/4.07min,11572.71484375,11191.2744140625,10129.7998046875,10974.087890625,9482.2451171875,10341.2939453125,10106.5986328125,8741.7998046875,11643.8330078125,11122.6240234375,9126.9765625,8302.5458984375,8079.19873046875
4161/254.9904mz/4.08min,,15031.5908203125,11567.8212890625,14146.0556640625,,12405.6005859375,13688.4658203125,14407.798828125,13114.3505859375,13928.216796875,14471.40234375,,
4162/289.0022mz/4.07min,,14511.4267578125,13619.3466796875,12977.595703125,14888.1240234375,13809.837890625,10433.212890625,12558.265625,14186.0068359375,13880.6220703125,12622.9619140625,,12626.9482421875
4167/248.9944mz/4.07min,,15992.6669921875,14146.4326171875,17434.8984375,14989.80859375,15213.77734375,16138.2890625,15654.2255859375,15730.63671875,,16094.234375,16767.787109375,16272.3505859375
4168/373.0084mz/4.09min,15407.8115234375,14237.77734375,,15884.4951171875,13523.4404296875,15274.6826171875,12428.701171875,16192.4365234375,15194.0703125,,14883.2021484375,17655.97265625,15342.3388671875
4169/274.9939mz/4.08min,14610.775390625,13703.837890625,13673.1962890625,16153.9521484375,15115.3759765625,13841.08984375,13204.4833984375,13972.587890625,14757.1455078125,15459.841796875,12798.8818359375,16190.421875,14040.017578125
4170/236.9944mz/4.08min,12811.9814453125,10801.8642578125,10587.859375,12458.2822265625,11119.5,10684.64453125,9699.4501953125,10425.8935546875,11651.4375,,11347.5458984375,11768.0166015625,13206.205078125
4171/230.9909mz/4.09min,,13130.181640625,10789.470703125,10320.21875,11876.62890625,11284.603515625,9938.900390625,,11860.4765625,13090.7939453125,,13492.4580078125,9934.8671875
4179/324.9959mz/4.10min,11682.8154296875,13854.1982421875,11821.5107421875,13387.064453125,12317.8564453125,13289.8115234375,11514.025390625,11263.4677734375,11544.427734375,12947.2705078125,11939.73046875,13832.412109375,12782.1044921875
4180/373.0087mz/4.11min,15407.8115234375,17132.423828125,16296.26171875,17745.08203125,15507.009765625,15933.80078125,13757.0673828125,15360.4814453125,16501.591796875,16530.232421875,14885.87890625,21241.369140625,16278.126953125
4182/533.3113mz/4.10min,,18005.396484375,1286.0478515625,23312.552734375,,9340.3955078125,,9048.3212890625,9951.2021484375,,32987.203125,,11717.9453125
4183/280.9851mz/4.10min,34715.59375,38268.07421875,32791.234375,35808.28125,36872.51953125,34526.71875,30558.197265625,31952.181640625,36644.49609375,38887.53125,33546.96875,36598.6171875,34081.79296875
4189/256.9936mz/4.12min,10675.2236328125,10317.2431640625,9418.921875,11943.0556640625,12219.748046875,11566.966796875,,10623.6533203125,12051.0224609375,11579.1162109375,11761.9833984375,13708.03125,
4190/519.3321mz/4.12min,,,16400.818359375,4404.9326171875,5712.240234375,6343.15966796875,17315.29296875,7386.55224609375,7409.30419921875,,11364.263671875,,7381.37353515625
4191/262.9934mz/4.12min,33994.98046875,31512.923828125,29675.205078125,29069.65234375,29854.71484375,32430.412109375,32030.4140625,29405.634765625,32858.296875,34482.96484375,32926.796875,35177.921875,30440.0546875
4192/341.0030mz/4.11min,21946.77734375,24312.056640625,20676.599609375,22990.11328125,22271.98828125,23685.017578125,23311.701171875,23801.345703125,22820.958984375,23000.767578125,22619.357421875,26415.423828125,22598.513671875
4194/169.0871mz/4.12min,75035.015625,69966.140625,65225.5859375,68769.0234375,68723.46875,74875.03125,66717.046875,67660.5390625,76186.078125,68259.234375,68423.78125,72854.46875,59701.04296875
4195/326.9892mz/4.12min,75360.3203125,66509.03125,57655.89453125,63479.83984375,67528.2890625,63081.4453125,57043.984375,65331.57421875,62215.56640625,69153.9375,69002.59375,69310.2421875,62959.3359375
4198/435.2237mz/4.13min,,,,,,11942.591796875,,13303.994140625,13488.0283203125,,,90150.7890625,12959.0830078125
4201/236.9945mz/4.13min,11641.455078125,11761.322265625,10652.2138671875,11080.400390625,10983.7705078125,11321.982421875,,10054.1767578125,10757.2333984375,10616.9091796875,11632.5986328125,13424.5888671875,11265.7265625
4203/289.0058mz/4.13min,13287.53125,13269.1953125,,14077.36328125,,12701.12890625,10797.640625,12001.4482421875,12252.1611328125,11167.9423828125,,14333.5634765625,11718.6533203125
4205/332.9997mz/4.13min,14752.75,14047.4833984375,14087.701171875,13918.02734375,15325.6787109375,13742.2275390625,14748.638671875,13787.220703125,13532.1298828125,13870.9599609375,15559.64453125,15272.7333984375,13982.4609375
4207/242.9869mz/4.13min,31739.73046875,30100.005859375,26861.02734375,29746.326171875,28167.759765625,26701.556640625,26197.494140625,29076.84765625,29304.00390625,29966.275390625,29086.869140625,32309.15625,29578.96875
4211/351.0030mz/4.13min,13488.5205078125,12084.6943359375,9446.0224609375,,10406.37890625,12019.5380859375,,11028.046875,11495.380859375,12166.6640625,10542.9765625,13677.423828125,10405.607421875
4212/248.9942mz/4.14min,17395.064453125,14956.91796875,12728.173828125,13838.4580078125,13665.103515625,,12439.0654296875,14803.6103515625,13219.94140625,15266.0009765625,14126.0244140625,15666.5107421875,13392.53125
4213/260.9974mz/4.14min,11123.9853515625,10700.5634765625,7925.53125,9870.6240234375,10672.6865234375,10291.4814453125,8235.5244140625,9291.4677734375,8881.29296875,12503.341796875,10109.384765625,10476.7392578125,
4214/254.9892mz/4.14min,22551.576171875,24204.486328125,18351.640625,21933.09375,19269.83984375,19443.33203125,17377.609375,19781.171875,19791.263671875,19517.169921875,19573.927734375,22630.58203125,20694.693359375
4215/358.9950mz/4.14min,32652.00390625,29904.80078125,26069.474609375,29736.39453125,29211.310546875,29222.08984375,26582.5,28262.43359375,28841.908203125,28678.142578125,29714.0703125,35281.359375,28814.751953125
4217/397.2200mz/4.14min,48090.96484375,20198.84765625,15725.9296875,19754.462890625,20456.296875,25052.83984375,18579.478515625,24378.654296875,22317.537109375,17986.205078125,24899.45703125,24999.0234375,22425.298828125
4218/252.9923mz/4.14min,10297.6953125,10619.931640625,9137.349609375,12217.8681640625,9306.544921875,10207.814453125,9174.376953125,10214.1533203125,11738.4560546875,10685.9287109375,8933.2216796875,11934.2890625,10047.9814453125
4219/355.0098mz/4.14min,13979.2763671875,11912.8525390625,12054.916015625,13091.8212890625,,12424.1455078125,11208.736328125,13616.4765625,,,,15903.591796875,14085.2548828125
4220/329.2336mz/4.14min,1655602.0,564092.875,489511.75,555068.6875,488613.75,694317.75,506453.21875,765288.8125,746410.375,449940.0,667453.875,885681.25,680543.4375
4221/365.2096mz/4.14min,77470.15625,22349.779296875,24004.3125,26061.28515625,23224.552734375,33749.6171875,22192.421875,31238.087890625,33913.7734375,19859.865234375,34360.4296875,39149.31640625,29998.880859375
4229/367.2078mz/4.14min,28148.763671875,9435.7861328125,8642.34375,10775.259765625,8041.10986328125,12047.326171875,8881.423828125,11572.3251953125,13645.029296875,8344.8310546875,11960.5576171875,13926.90234375,13106.181640625
4230/449.1810mz/4.14min,19610.181640625,8421.287109375,6766.359375,,,9772.853515625,6404.43505859375,10180.873046875,9757.568359375,,9363.5263671875,11574.0947265625,8966.23828125
4231/387.1924mz/4.14min,28292.931640625,13019.078125,10470.7841796875,11721.7529296875,12367.44921875,15434.0029296875,11369.59765625,13763.2841796875,14153.578125,9844.9130859375,12366.447265625,16102.357421875,14123.4755859375
4232/240.9944mz/4.15min,15024.720703125,,12123.6748046875,13673.6123046875,12367.1728515625,14915.3134765625,11808.0458984375,13622.6611328125,12360.1171875,13769.0224609375,12950.9599609375,12920.833984375,13388.8046875
4233/294.9965mz/4.14min,25595.6171875,23088.240234375,18623.107421875,22374.958984375,20638.607421875,19801.10546875,21167.755859375,22823.025390625,19806.939453125,21325.00390625,20813.2109375,24666.08203125,22109.626953125
4239/274.9931mz/4.15min,21560.00390625,19238.7265625,18273.4921875,19427.349609375,21651.091796875,19258.685546875,16341.4765625,20225.970703125,19391.46875,20189.833984375,19382.115234375,21560.513671875,19190.7109375
4240/242.9869mz/4.14min,31739.73046875,30100.005859375,26861.02734375,28337.826171875,28167.759765625,26701.556640625,26197.494140625,28195.41796875,29304.00390625,30547.498046875,27571.873046875,32309.15625,29578.96875
4241/373.0088mz/4.16min,22348.23828125,19390.830078125,17619.576171875,19393.216796875,18145.75390625,19751.044921875,17157.482421875,20441.19921875,19013.828125,18665.248046875,19745.18359375,24669.10546875,19204.994140625
4243/519.3322mz/4.15min,,12021.375,14301.16796875,15131.2724609375,1424.8818359375,8808.189453125,13517.8759765625,9941.814453125,9288.619140625,,27853.986328125,,9228.8642578125
4244/273.0008mz/4.15min,,,10284.0126953125,9257.7666015625,10789.39453125,10072.173828125,,7731.13671875,8423.5390625,10389.5390625,10073.38671875,11341.833984375,8645.873046875
4245/218.9897mz/4.15min,16375.0244140625,,14097.6025390625,13345.9189453125,13399.94921875,12532.314453125,13566.3173828125,13070.63671875,14419.78125,,15058.427734375,14850.0126953125,13969.5048828125
4246/264.9917mz/4.16min,147089.453125,146624.90625,131151.5625,141020.828125,151482.578125,144678.375,122946.2890625,138103.5625,143892.1875,154835.796875,133605.609375,148971.75,144820.609375
4248/238.9962mz/4.16min,12836.330078125,11810.517578125,10432.23828125,10585.01171875,10868.69140625,11077.43359375,10027.75390625,11652.119140625,11086.8251953125,11949.7763671875,11202.3046875,10306.37109375,10092.2060546875
4250/248.9943mz/4.15min,14606.3603515625,14956.91796875,11706.8447265625,14254.138671875,12991.1611328125,,12439.0654296875,14803.6103515625,13219.94140625,15266.0009765625,13939.44921875,,13660.3916015625
4259/292.9888mz/4.17min,15470.556640625,17633.849609375,19303.431640625,17720.3359375,15627.3154296875,17016.490234375,14703.9716796875,14735.6669921875,16063.2548828125,17002.4375,17097.986328125,18633.08203125,16632.314453125
4261/130.9921mz/4.17min,21286.080078125,20268.638671875,18880.43359375,20691.322265625,19679.201171875,19041.177734375,16348.3779296875,18008.994140625,19217.45703125,19839.552734375,19139.74609375,17887.537109375,19579.33203125
4265/284.9960mz/4.17min,14553.21875,11504.1806640625,,14013.9814453125,12266.125,13796.97265625,,14183.4501953125,12707.1982421875,12243.0341796875,12368.830078125,15496.68359375,13615.42578125
4266/228.9917mz/4.17min,12738.4990234375,12906.7470703125,11636.111328125,12489.8662109375,12045.037109375,12295.4609375,11044.392578125,13145.419921875,11931.3017578125,13176.681640625,12883.7021484375,13595.66015625,11383.22265625
4267/280.9850mz/4.17min,38488.83984375,39568.74609375,35615.89453125,,38409.12109375,36748.82421875,33474.27734375,36706.1953125,35777.6171875,36741.1953125,38688.8515625,38649.109375,35174.58984375
4269/194.9889mz/4.17min,25599.603515625,29332.689453125,28107.197265625,27215.990234375,29749.337890625,27504.119140625,27172.376953125,26377.86328125,28348.0625,30636.099609375,26881.27734375,29092.880859375,28581.162109375
4271/345.2279mz/4.18min,12446.474609375,10289.841796875,8024.498046875,9017.072265625,7341.80419921875,12450.07421875,8019.58203125,10878.337890625,10350.5322265625,7787.82666015625,16827.75390625,9744.4326171875,10207.23046875
4272/1073.5164mz/4.18min,2576.568115234375,46531.734375,,62470.86328125,,45541.62109375,,46209.81640625,47288.71875,,250676.546875,,45450.01171875
4273/230.9907mz/4.17min,11399.0810546875,,11285.6474609375,10292.5693359375,,,9522.060546875,9850.548828125,10508.6962890625,11283.408203125,11682.1953125,,11289.5087890625
4274/365.2096mz/4.17min,34243.1875,12471.8876953125,,,12711.0634765625,25977.541015625,,15883.5830078125,15087.888671875,11436.7255859375,,16678.22265625,22514.93359375
4285/957.4697mz/4.19min,,10684.16015625,,14714.740234375,,11598.8671875,,12720.7861328125,12359.9609375,,68048.640625,,12310.9541015625
4289/369.0014mz/4.18min,11454.40234375,11276.7138671875,9978.12890625,12046.1328125,12695.552734375,11197.8720703125,10635.3515625,11548.05859375,11801.8740234375,12063.0712890625,12629.43359375,13030.03125,12192.236328125
4290/254.9894mz/4.19min,18091.236328125,18064.291015625,16062.0263671875,15907.7392578125,17754.1640625,16222.5185546875,15012.9921875,17364.3125,16637.755859375,16000.0615234375,18147.892578125,17875.17578125,16751.83203125
4291/262.9936mz/4.18min,23489.611328125,26004.36328125,23212.794921875,24932.08203125,24678.357421875,25684.0078125,22043.73046875,22578.71484375,24361.494140625,25811.2578125,26592.974609375,24684.583984375,22677.208984375
4292/349.2017mz/4.19min,,18425.962890625,,24287.96875,,8989.05078125,,9012.5390625,8408.26953125,,16663.357421875,,8248.9599609375
4293/183.1026mz/4.20min,3490.283935546875,12126.75,24540.8984375,13185.0,4571.89453125,,3867.66650390625,7073.4189453125,9188.5341796875,4262.365234375,4497.8154296875,4225.90087890625,6398.96728515625
4296/242.9872mz/4.19min,24540.62109375,24046.55859375,23091.896484375,22688.0390625,23697.623046875,23830.212890625,23039.0,24565.265625,26023.14453125,24243.12890625,27769.681640625,26003.720703125,24605.5234375
4303/971.4855mz/4.20min,,36658.41015625,,54387.01171875,,74057.203125,,78883.6015625,77892.984375,,465460.3125,,68091.46875
4304/358.9950mz/4.20min,35557.4609375,34638.32421875,35909.046875,33291.12109375,35471.515625,36011.19921875,30793.09375,34322.58984375,35985.07421875,34664.6015625,34428.0546875,38922.01171875,34457.5625
4308/373.0089mz/4.20min,21610.087890625,23978.615234375,19616.3046875,22396.470703125,21203.6171875,22062.046875,19981.513671875,23199.9453125,20984.70703125,20554.17578125,22701.44921875,23483.1640625,21700.015625
4310/248.9936mz/4.20min,,12881.970703125,12337.8681640625,13651.3935546875,12991.1611328125,12113.2958984375,,11560.197265625,13133.4443359375,11722.728515625,,11464.3505859375,12360.349609375
4312/274.9932mz/4.21min,16656.634765625,16638.03515625,18387.607421875,18868.732421875,17417.734375,18497.5546875,15136.0830078125,17369.86328125,17179.6484375,18047.412109375,17027.982421875,18861.34375,17919.359375
4315/326.9903mz/4.20min,33464.15234375,31409.736328125,31685.912109375,32560.44140625,33804.07421875,33852.3046875,28442.451171875,33214.078125,32524.001953125,33649.40234375,32598.08203125,35483.93359375,31855.357421875
4317/268.9954mz/4.21min,17287.0234375,18049.994140625,14810.44140625,,16281.3740234375,17744.759765625,,17724.37890625,16828.8046875,15020.91015625,,,
4318/289.0054mz/4.21min,14768.4130859375,12543.22265625,12580.07421875,11873.2451171875,12435.8935546875,,10991.8837890625,12969.7841796875,12674.814453125,12162.802734375,12974.033203125,15376.7890625,12629.103515625
4320/294.9957mz/4.22min,,16162.7080078125,15070.8828125,16991.125,15341.8984375,14316.025390625,,14903.1611328125,17207.001953125,15558.6943359375,15522.470703125,17895.00390625,16167.4501953125
4321/351.0020mz/4.22min,11238.748046875,12749.4033203125,,11701.8642578125,10621.6484375,10542.8779296875,11526.470703125,10672.30859375,,11411.5078125,10954.5810546875,11884.841796875,11850.3330078125
4322/306.9967mz/4.22min,20253.328125,20782.65234375,20383.34375,23727.904296875,,21775.03125,,19674.81640625,18651.1015625,19749.9140625,18661.716796875,21286.01171875,19219.2734375
4323/276.9953mz/4.21min,12071.5888671875,11844.65625,10777.619140625,,,11156.9765625,10834.322265625,12492.6298828125,,13357.359375,12251.8779296875,12095.07421875,11110.712890625
4324/373.0089mz/4.21min,21610.087890625,23978.615234375,19616.3046875,22396.470703125,21203.6171875,24393.0859375,19981.513671875,23199.9453125,20984.70703125,22340.48046875,22701.44921875,23483.1640625,20725.18359375
4326/166.0509mz/4.22min,19678.74609375,15848.7197265625,15302.7763671875,17285.869140625,20563.369140625,14039.43359375,12308.5517578125,14329.8212890625,15600.6005859375,19437.712890625,7758.8798828125,18957.099609375,12715.7763671875
4329/173.1180mz/4.22min,73584.234375,27597.23828125,22706.662109375,24501.876953125,23746.740234375,39290.9765625,37338.9609375,41439.3515625,42955.56640625,60569.92578125,54648.97265625,65503.62890625,44371.5625
4330/941.4761mz/4.22min,8656.5634765625,228562.453125,,344263.75,,500431.375,,526987.9375,521800.96875,,2469967.75,,503762.875
4331/1039.4449mz/4.23min,,13851.3779296875,,18570.37890625,,25434.390625,,26825.75390625,24676.7109375,,116214.0078125,,25343.314453125
4332/1009.4619mz/4.23min,,10098.1357421875,,14663.005859375,,19095.384765625,,18284.880859375,19096.6640625,,52455.82421875,,18104.47265625
4338/341.0028mz/4.23min,20780.470703125,21061.091796875,18689.10546875,21469.759765625,22089.2265625,19832.25,18574.689453125,21015.87890625,20550.599609375,20260.0390625,20306.4375,21276.099609375,19932.2890625
4340/369.0017mz/4.23min,11856.3984375,11761.5400390625,12304.3505859375,13607.505859375,11170.892578125,14139.05078125,10402.9052734375,12514.6123046875,11219.625,11896.5126953125,,12071.0849609375,12523.861328125
