row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,PS-PS_neg_53.mzML Peak height,CG-C13_neg_52.mzML Peak height,MI-B14_neg_49.mzML Peak height,CG-C22_neg_50.mzML Peak height,MI-B24_neg_47.mzML Peak height,QC_neg_45.mzML Peak height,MI-ML_neg_48.mzML Peak height,QC_neg_56.mzML Peak height,QC_neg_51.mzML Peak height,PB_neg_42.mzML Peak height,CG-CG_neg_55.mzML Peak height,ASP-ASP_neg_54.mzML Peak height,QC_neg_46.mzML Peak height,
4108,809.3017374420988,4.0113916,,,,,,,,,,,0,12097.652,0,14508.441,0,7642.7993,0,8666.995,8026.024,0,26696.098,7351.7427,8642.46,
4109,246.98385925817945,4.014208,,,,,,,,,,,36879.5,36150.15,28065.598,37734.906,35261.51,34328.254,27469.4,35389.9,34435.773,38798.086,35746.656,33523.777,34222.86,
4110,236.99438967943684,4.016415,,,,,,,,,,,12120.47,12897.416,11552.218,11860.988,0,10954.0205,10588.151,12649.149,10787.239,11322.115,12120.75,12538.659,12092.642,
4111,276.99485686463913,4.013534,,,,,,,,,,,14685.312,14486.241,12349.423,15796.213,11529.791,15384.296,0,15830.521,14423.974,16452.322,15449.16,14920.623,15224.257,
4112,289.00599612534387,4.034796,,,,,,,,,,,0,11208.791,11198.895,11829.172,12469.836,11192.994,9283.18,10205.653,11722.702,11915.534,12079.914,12918.372,10945.907,
4113,519.3318858962049,4.020109,,,,,,,,,,,0,0,21616.281,1283.9624,7873.058,5830.0977,18635.559,7169.4976,7019.0796,0,1874.5066,0,7064.803,
4114,517.316120912753,4.0191145,,,,,,,,,,,0,0,16051.055,0,4476.598,5659.429,13477.249,5825.7896,5464.215,0,1771.5267,0,5555.506,
4115,411.0749604951423,4.0240197,,,,,,,,,,,0,0,0,7517.802,0,13605.417,0,14929.487,14515.199,0,102166.49,0,15726.567,
4116,323.00561960828406,4.0251417,,,,,,,,,,,0,11752.548,0,11280.84,11030.565,12150.228,0,11185.966,11248.315,11489.097,0,13861.315,0,
4117,779.4219010789271,4.030956,,,,,,,,,,,0,0,0,1642.5294,0,2923.8757,0,3037.5823,3254.5557,0,16602.496,0,2804.7385,
4118,240.99644133238627,4.031703,,,,,,,,,,,10326.628,8878.892,8832.511,0,9115.977,0,0,10034.286,8057.9683,9108.372,9431.452,10236.041,8592.685,
4119,278.9991141906466,4.0324583,,,,,,,,,,,0,0,0,13013.221,12628.2705,14618.281,0,12424.186,13273.92,0,10842.247,15561.265,13645.271,
4120,957.4698889281577,4.036371,,,,,,,,,,,0,2126.078,0,3818.2866,0,3524.7312,0,3579.5632,3150.4333,0,17877.09,0,3032.6936,
4121,256.99947821747634,4.045957,,,,,,,,,,,12228.8125,9388.628,9492.981,10970.164,9454.961,9861.95,9776.371,10179.985,0,9626.885,11847.737,11605.21,10284.888,
4123,186.1037073176011,4.0487795,,,,,,,,,,,9072.846,9807.12,7757.9756,9888.911,10462.268,10226.245,7135.852,10057.084,8609.375,10676.212,9725.539,9464.012,8460.374,
4124,134.86516467465023,4.0378957,,,,,,,,,,,78726.31,76501.64,88454.51,88286.03,86259.38,90465.82,91643.67,79066.055,81779.35,93499.06,77642.14,70155.21,87251.05,
4125,238.9965450098763,4.0506973,,,,,,,,,,,11353.129,11064.693,10221.941,11174.212,11618.452,11047.424,9903.838,10903.367,11255.204,10895.915,11119.624,11159.111,10988.911,
4126,927.494059023748,4.0458126,,,,,,,,,,,0,0,0,0,0,1688.2231,0,2469.6326,0,0,10326.367,0,1562.6279,
4127,280.9852346386281,4.0494137,,,,,,,,,,,25276.875,27017.938,23743.508,28761.773,26750.121,27462.572,25629.191,26347.166,25827.273,29151.64,25957.145,29579.078,26675.893,
4128,260.99769235795696,4.0513363,,,,,,,,,,,12365.775,11690.573,8790.977,12371.943,10951.9375,12473.891,9748.627,10198.257,11032.632,12472.2295,11847.137,10645.0205,11079.013,
4129,230.99052390794267,4.0395255,,,,,,,,,,,12364.662,0,10952.918,12566.041,11849.213,12549.449,0,10899.037,10447.849,12502.415,12842.396,13631.796,11874.845,
4130,188.9513822053726,4.0500536,,,,,,,,,,,12011.921,11507.008,10893.917,10436.491,10217.743,9578.586,9473.585,12158.798,11201.981,11226.088,10785.297,11557.967,11494.338,
4131,236.9944492104823,4.050056,,,,,,,,,,,11284.558,13515.027,11044.886,12458.282,11638.584,10419.021,9894.012,12649.149,11651.4375,11068.322,12025.012,13934.827,12349.365,
4132,336.99926533339504,4.0471497,,,,,,,,,,,0,11197.922,8026.178,10408.575,9148.256,10376.983,8587.561,0,0,10290.805,10188.23,10358.619,0,
4133,519.3320267711291,4.0378375,,,,,,,,,,,0,0,11917.003,0,4820.92,5540.796,18635.559,6884.635,7019.0796,0,5003.2856,0,6121.171,
4134,218.98978145983043,4.0533805,,,,,,,,,,,13117.342,13831.378,0,12393.904,12738.009,12417.165,11058.375,12242.966,11996.611,11794.368,12608.633,14005.391,12112.314,
4135,713.3599067542679,4.050917,,,,,,,,,,,0,0,0,0,0,8884.635,0,10447.382,11708.121,0,0,76899.72,10464.495,
4136,321.00023225050757,4.0633802,,,,,,,,,,,8784.783,0,9265.167,0,10617.676,9353.314,8894.727,10113.755,9924.071,9617.826,11837.08,11580.243,0,
4137,326.9891834457186,4.0551786,,,,,,,,,,,44766.05,47686.098,39304.312,45851.316,43776.258,43310.047,38464.46,42360.008,45142.996,50306.523,44908.324,50144.9,42927.46,
4138,300.9932518828434,4.0555415,,,,,,,,,,,25579.277,0,22831.812,0,22787.55,0,21002.781,27039.658,26762.506,24566.041,0,27166.678,0,
4139,248.9942110133459,4.068112,,,,,,,,,,,15327.92,15992.667,14146.433,0,14989.809,15189.869,13491.572,15654.226,15730.637,0,13942.338,14875.486,16272.351,
4140,197.11833018549734,4.0564604,,,,,,,,,,,22234.541,22743.45,21666.377,20100.229,21938.203,17961.527,19432.912,22776.398,20337.654,25716.264,22640.557,21111.13,19819.518,
4141,341.0034290456366,4.05902,,,,,,,,,,,29537.486,29921.736,27777.559,31637.271,29736.723,27312.293,26402.768,28133.549,29195.15,30276.98,28948.229,33646.883,29020.371,
4142,355.00837325322493,4.0553665,,,,,,,,,,,12344.334,0,0,0,11455.655,10478.754,9588.4,11274.969,10947.049,10797.441,0,13346.94,0,
4143,283.1550872450193,4.0590205,,,,,,,,,,,38280.85,37362.9,36930.5,35842.254,36643.242,35635.2,34491.492,37218.36,37278.082,34229.816,36536.957,37174.83,37019.21,
4144,367.02107784666833,4.0620003,,,,,,,,,,,0,0,28805.045,0,0,0,24471.873,0,0,0,0,0,0,
4145,341.00335336084385,4.0603013,,,,,,,,,,,29537.486,29921.736,27777.559,31637.271,29736.723,27312.293,26402.768,28133.549,29670.463,30276.98,28948.229,33646.883,29020.371,
4146,242.98680736838224,4.0609393,,,,,,,,,,,38405.0,39056.207,33866.5,35967.836,34691.586,33987.18,32026.742,34796.016,35276.63,34142.137,33796.703,36486.53,34279.973,
4147,331.1183928324994,4.0594416,,,,,,,,,,,0,0,0,0,0,0,0,0,2890.561,0,0,14554.107,0,
4149,830.4459738543715,4.057178,,,,,,,,,,,0,1692.2976,0,0,0,1576.8699,0,2018.8549,1868.6163,0,10511.222,0,2046.9884,
4150,144.99200574975345,4.068619,,,,,,,,,,,14497.996,17768.91,12308.953,14484.704,16220.513,15133.033,11800.663,14994.411,15640.027,16254.913,16611.836,15083.213,13215.811,
4151,262.9931626100363,4.06542,,,,,,,,,,,48186.0,47465.2,42253.21,45159.125,46841.656,44767.03,41601.184,42313.62,46328.934,46202.03,45202.2,46827.477,42950.53,
4152,227.12880998917197,4.0634985,,,,,,,,,,,10276.523,12209.1,7751.088,12184.139,7234.0977,9395.463,8090.7876,10174.019,11753.231,7818.8564,12321.358,10712.583,10551.902,
4153,351.00497166586,4.06275,,,,,,,,,,,10635.254,10145.547,10618.361,9840.745,10389.017,9442.446,9101.611,9576.647,9752.888,9951.208,0,13061.095,9350.313,
4154,238.9965660207087,4.0615807,,,,,,,,,,,10029.403,10237.75,10221.941,11651.045,11618.452,11047.424,9903.838,12129.216,11255.204,10895.915,10202.294,11083.654,10988.911,
4155,278.99744211380323,4.059966,,,,,,,,,,,10991.183,9422.575,9655.184,0,12628.2705,0,9345.832,12424.186,12153.212,12976.765,0,12188.731,10698.704,
4156,278.15262789717013,4.067981,,,,,,,,,,,10321.766,12111.953,11448.516,12392.166,10260.934,11134.413,11500.898,11553.586,11838.796,10315.605,11291.312,9951.327,13086.026,
4157,274.99415075254444,4.0659804,,,,,,,,,,,14507.844,13733.413,12470.247,16153.952,14202.042,0,13204.483,16451.938,14757.1455,15459.842,13388.656,16190.422,14040.018,
4158,242.176493956068,4.067981,,,,,,,,,,,305723.62,309359.5,305413.4,330460.94,310775.75,299579.12,298572.4,307112.75,316762.22,288784.78,304431.1,303938.53,318135.47,
4159,204.99107955716116,4.0666995,,,,,,,,,,,10384.231,10738.611,9603.711,10677.602,9980.49,10895.796,10357.387,11910.688,9765.91,11750.304,9581.486,11927.043,9794.657,
4160,310.16356730498507,4.06926,,,,,,,,,,,11572.715,11191.274,10129.8,10974.088,9482.245,10341.294,10106.599,8741.8,11643.833,11122.624,9126.977,8302.546,8079.1987,
4161,254.99062308674033,4.078922,,,,,,,,,,,13361.321,15031.591,11567.821,14146.056,12898.948,12405.601,13688.466,14407.799,13114.351,13928.217,14471.402,16128.046,0,
4162,289.0020506983214,4.0694637,,,,,,,,,,,0,14511.427,13619.347,12977.596,14888.124,13809.838,10433.213,14545.061,14186.007,13880.622,12622.962,0,12626.948,
4163,258.9971961879988,4.073979,,,,,,,,,,,0,10172.966,0,9863.364,10110.466,0,9177.811,8814.646,0,11256.044,9360.58,0,0,
4164,323.0047379338133,4.074491,,,,,,,,,,,0,11966.067,10190.619,11309.752,11747.564,11087.966,9806.992,10641.556,11272.845,11091.365,0,12441.99,11402.323,
4165,939.4573049836547,4.0697837,,,,,,,,,,,0,0,0,1497.9336,0,1665.7009,0,2025.8171,2469.8918,0,10249.764,0,0,
4166,240.99473806667098,4.0686374,,,,,,,,,,,10887.021,11387.649,0,11678.002,10672.481,12341.929,11960.353,10920.154,12385.009,11284.939,10683.824,12192.501,12346.351,
4167,248.99439577770298,4.073632,,,,,,,,,,,0,15992.667,14146.433,17434.898,14989.809,15213.777,16138.289,15654.226,15730.637,15627.856,16094.234,16767.787,16272.351,
4168,373.0084181672579,4.0916753,,,,,,,,,,,15407.812,14237.777,0,15884.495,15507.01,15274.683,12428.701,16192.437,15194.07,0,14883.202,17655.973,15342.339,
4169,274.9939333276021,4.0839844,,,,,,,,,,,14610.775,13703.838,13673.196,16153.952,15115.376,13841.09,13204.483,13972.588,14757.1455,15459.842,12798.882,16190.422,14040.018,
4170,236.9943897455846,4.073096,,,,,,,,,,,12811.981,10801.864,10587.859,12458.282,11119.5,10684.645,9699.45,10425.894,11651.4375,0,11347.546,13934.827,13206.205,
4171,230.99077760207717,4.0793943,,,,,,,,,,,12364.662,13130.182,10789.471,10320.219,11876.629,11284.604,9938.9,10896.996,11860.477,13090.794,0,13492.458,11874.845,
4172,369.00214570619147,4.0978837,,,,,,,,,,,10216.767,10270.917,8987.786,10934.952,10844.55,0,9801.947,10686.547,10578.023,10294.35,10814.106,12511.741,10863.926,
4173,270.99128351847105,4.08528,,,,,,,,,,,0,6910.991,0,0,8818.127,0,0,0,9145.003,8293.299,10017.837,0,0,
4174,355.00880574729314,4.091225,,,,,,,,,,,11408.053,12323.47,10456.838,0,0,0,10211.692,11274.969,0,0,11412.909,0,0,
4175,248.99458099179188,4.085268,,,,,,,,,,,14981.477,15014.576,14146.433,15042.441,14787.703,15213.777,16138.289,14860.305,15730.637,15627.856,17458.021,16767.787,16272.351,
4176,270.99488675368826,4.089389,,,,,,,,,,,0,8080.5986,6737.9062,0,0,8404.2295,7166.099,8040.4805,0,0,0,11179.886,0,
4177,365.151006037932,4.097221,,,,,,,,,,,0,0,0,0,0,5078.4556,0,0,4855.988,0,0,25072.805,3889.3867,
4178,743.3325553209166,4.097523,,,,,,,,,,,0,0,0,0,0,1341.3583,0,1537.2235,1695.2552,0,0,10051.288,1538.2075,
4179,324.9958084988535,4.097428,,,,,,,,,,,11682.815,13854.198,11821.511,13387.064,12317.856,13289.812,11514.025,11263.468,11544.428,12947.2705,11939.73,13832.412,12782.1045,
4180,373.0087162944711,4.1095924,,,,,,,,,,,15407.812,17132.424,16296.262,17745.082,15507.01,15933.801,13757.067,15360.481,16501.592,16530.232,14885.879,21241.37,16278.127,
4181,358.9950902140691,4.11951,,,,,,,,,,,22079.438,26628.943,23722.78,29068.508,29211.31,25160.518,22781.986,0,26109.0,24659.732,25355.777,30592.322,25205.92,
4182,533.3111820639676,4.100717,,,,,,,,,,,0,18005.396,1286.2928,23312.553,0,9340.3955,0,9048.321,9951.202,0,32987.203,0,11717.945,
4183,280.9852069140648,4.1044707,,,,,,,,,,,34715.594,38268.074,32791.234,35808.28,36872.52,34526.72,30558.197,31952.182,36644.496,38887.53,33546.97,36598.617,34081.793,
4184,351.0050734428035,4.114528,,,,,,,,,,,10464.215,12072.601,9974.709,10445.074,10477.731,0,11092.28,10364.871,11495.381,9092.196,10097.733,11633.115,10958.39,
4185,246.9926752185282,4.109175,,,,,,,,,,,9920.885,0,0,11167.776,10139.992,9151.0,0,9416.778,11827.13,11323.884,0,0,9948.562,
4186,345.2279664262472,4.110839,,,,,,,,,,,11349.178,7138.586,7837.9844,0,7146.015,7855.791,7216.224,7768.689,7884.918,7430.877,11392.41,8727.306,7823.8457,
4188,941.4738274960258,4.110081,,,,,,,,,,,0,6160.441,0,9606.7705,0,8379.876,0,9975.002,9151.888,0,53066.28,0,8178.6064,
4189,256.9937304403523,4.116606,,,,,,,,,,,10675.224,10420.334,11117.938,11943.056,12219.748,11566.967,0,10623.653,12051.022,11579.116,11761.983,13708.031,0,
4190,519.3319547159078,4.120687,,,,,,,,,,,0,3554.486,16400.818,4404.9326,5712.24,8808.189,17315.293,7386.5522,7409.304,0,11364.264,0,9228.864,
4191,262.9934420456211,4.119836,,,,,,,,,,,33994.98,31512.924,29675.205,29069.652,29854.715,32430.412,32030.414,29405.635,32858.297,34482.965,32926.797,35177.92,30440.055,
4192,341.0030465830904,4.1147137,,,,,,,,,,,21946.777,24312.057,20676.6,22990.113,22271.988,23685.018,23311.701,23801.346,22820.959,23000.768,22619.357,26415.424,22598.514,
4194,169.08708916950138,4.1230335,,,,,,,,,,,75035.016,69966.14,65225.586,68769.02,68723.47,74875.03,66717.05,67660.54,76186.08,68259.234,68423.78,72854.47,59701.043,
4195,326.989173493229,4.1243167,,,,,,,,,,,75360.32,66509.03,57655.895,63479.84,67528.29,63081.445,57043.984,65331.574,62215.566,69153.94,69002.59,69310.24,62959.336,
4196,336.9993563379734,4.1308584,,,,,,,,,,,11157.312,10936.645,0,0,10707.604,10388.441,8712.993,9485.291,10101.662,9496.461,9320.19,0,9904.48,
4197,224.99636376927083,4.124955,,,,,,,,,,,12022.637,12262.833,9319.675,10253.225,10109.476,11582.777,9693.789,9083.988,9915.934,12425.874,9860.778,11621.665,10876.298,
4198,435.2234693933693,4.125817,,,,,,,,,,,0,0,0,0,0,11942.592,0,13303.994,13488.028,0,0,90150.79,12959.083,
4199,278.9976503837071,4.1240683,,,,,,,,,,,10333.736,0,8975.268,10772.635,0,0,7901.3057,9095.128,8015.436,9982.871,0,0,10129.823,
4200,220.98571331684593,4.131631,,,,,,,,,,,11388.161,8852.369,8871.356,9510.322,8810.387,10302.271,8961.854,9937.322,10248.004,10509.474,9164.487,9673.129,0,
4201,236.9944957341301,4.1268773,,,,,,,,,,,11641.455,11761.322,10652.214,11080.4,10983.7705,11321.982,9955.609,10054.177,10757.233,10616.909,11632.599,13424.589,11265.727,
4202,268.99556361401994,4.134182,,,,,,,,,,,18068.96,16068.745,14717.2,15044.677,17356.818,15485.148,14872.917,15854.004,15518.953,13838.787,0,17128.305,15251.6875,
4203,289.0058948457568,4.1246033,,,,,,,,,,,13287.531,13269.195,11115.154,14077.363,0,12701.129,10797.641,12001.448,12252.161,11167.942,11096.367,14333.563,11718.653,
4204,256.9940271288725,4.1230288,,,,,,,,,,,10675.224,10317.243,11117.938,11943.056,0,0,8421.132,10649.195,12051.022,11579.116,11761.983,13708.031,12882.219,
4205,332.99968806296386,4.1332784,,,,,,,,,,,14752.75,14047.483,14087.701,13918.027,15325.679,13742.228,14748.639,13787.221,13532.13,13870.96,15559.645,15272.733,13982.461,
4206,227.12820897660106,4.1306725,,,,,,,,,,,4936.678,9651.518,3814.4949,13452.554,3369.3809,0,0,6184.245,7091.299,0,14731.444,0,6611.901,
4207,242.98693594401732,4.134559,,,,,,,,,,,31739.73,30100.006,26861.027,29746.326,28167.76,26701.557,26197.494,29076.848,29304.004,29966.275,29086.87,32309.156,29578.969,
4208,338.9978725114152,4.1378784,,,,,,,,,,,17086.143,15535.488,0,0,16117.385,14593.169,12325.834,14167.732,0,15902.96,15286.169,15046.165,15111.045,
4209,331.1189551067452,4.136275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,11381.995,2320.4236,
4210,324.9958597789818,4.130257,,,,,,,,,,,12887.303,13854.198,11581.883,0,10069.153,12024.279,10561.935,11099.189,11749.0,12127.73,11939.73,10745.862,12782.1045,
4211,351.0031356572271,4.1377606,,,,,,,,,,,13488.5205,12084.694,9446.022,12092.62,10976.959,12019.538,9384.689,11028.047,11495.381,12166.664,10542.977,13677.424,10405.607,
4212,248.9942004289076,4.1360264,,,,,,,,,,,17395.064,14956.918,12728.174,13838.458,13665.104,0,12439.065,14803.61,13219.941,15266.001,14126.024,15666.511,13392.531,
4213,260.99734074691116,4.1403203,,,,,,,,,,,11123.985,10700.563,7925.5312,9870.624,10672.687,10291.481,8887.393,9291.468,8881.293,12503.342,10109.385,10476.739,8568.664,
4214,254.98924349917388,4.1377616,,,,,,,,,,,22551.576,24204.486,18351.64,21933.094,19269.84,19443.332,17377.61,19781.172,19791.264,19517.17,19573.928,22630.582,20694.693,
4215,358.9949578678137,4.138402,,,,,,,,,,,32652.004,29904.8,26069.475,29736.395,29211.31,29222.09,26582.5,28262.434,28841.908,28678.143,29714.07,35281.36,28814.752,
4216,258.9966374488749,4.1442204,,,,,,,,,,,11809.595,12766.096,0,12584.303,0,10676.89,0,10230.49,11061.44,0,11312.88,13277.549,10117.083,
4217,397.2199716962553,4.140321,,,,,,,,,,,48090.965,20198.848,15725.93,19754.463,20456.297,25052.84,18579.479,24378.654,22317.537,17986.205,24899.457,24999.023,22425.299,
4218,252.9922672986804,4.1409607,,,,,,,,,,,10297.695,10619.932,9137.35,12217.868,9306.545,10207.814,9174.377,10214.153,11738.456,10685.929,8933.222,11934.289,10047.981,
4219,355.00966955563524,4.1423306,,,,,,,,,,,13979.276,11912.853,12054.916,13172.805,0,12424.1455,11208.736,13616.477,0,11468.4375,0,15903.592,14085.255,
4220,329.2336498724532,4.1415987,,,,,,,,,,,1655602.0,564092.9,489511.75,555068.7,488613.75,694317.75,506453.22,765288.8,746410.4,449940.0,667453.9,885681.25,680543.44,
4221,365.2095676076897,4.1415987,,,,,,,,,,,77470.16,22349.78,24004.312,26061.285,23224.553,33749.617,22192.422,31238.088,33913.773,19859.865,34360.43,39149.316,29998.88,
4222,204.9914666932759,4.1372895,,,,,,,,,,,10349.791,9098.133,8754.068,0,9084.646,8452.068,7519.282,9671.933,7435.6533,8243.026,9177.503,0,7854.1978,
4224,427.2109374495212,4.1422386,,,,,,,,,,,16898.09,6388.212,6133.382,6901.1733,6705.431,8302.176,5384.3535,8256.757,9793.933,5476.92,7632.2295,9009.056,7528.489,
4225,454.0983715512084,4.1403193,,,,,,,,,,,10579.999,3936.5273,3445.339,3627.3394,4023.6143,5323.5493,3236.429,4765.0005,5844.4395,3288.3655,4913.199,6797.642,4294.043,
4226,459.1917518870021,4.142632,,,,,,,,,,,14997.072,6917.435,5520.817,7106.9546,0,6846.72,5903.156,8215.787,6909.433,5897.927,5849.827,6777.021,8670.069,
4227,331.239324032829,4.1409593,,,,,,,,,,,40970.383,20464.508,12387.973,15597.884,14447.578,15888.637,13624.5,22066.328,18683.02,12460.643,19078.398,24647.543,18279.451,
4228,369.00160974430713,4.144527,,,,,,,,,,,13769.238,13388.383,11444.063,11049.293,12695.553,12291.334,11947.698,12128.013,12354.413,0,11670.544,13678.33,12958.301,
4229,367.20783040303456,4.14096,,,,,,,,,,,28148.764,9435.786,8642.344,10775.26,8041.11,12047.326,8881.424,11572.325,13645.029,8344.831,11960.558,13926.902,13106.182,
4230,449.18105727979156,4.1412444,,,,,,,,,,,19610.182,8421.287,6766.3594,7465.2046,0,9772.854,6404.435,10180.873,9757.568,5943.838,9363.526,11574.095,8966.238,
4231,387.1924282990827,4.1415987,,,,,,,,,,,28292.932,13019.078,10470.784,11721.753,12367.449,15434.003,11369.598,13763.284,14153.578,9844.913,12366.447,16102.357,14123.476,
4232,240.99430523957506,4.1511307,,,,,,,,,,,15024.721,0,12123.675,13673.612,12367.173,14915.313,11808.046,14434.892,13032.76,13769.022,12950.96,14159.041,15351.316,
4233,294.99646358808474,4.1441617,,,,,,,,,,,25595.617,23088.24,18623.107,22374.959,20638.607,19801.105,21167.756,22823.025,19806.94,21325.004,20813.21,24666.082,22109.627,
4235,305.00176157324023,4.148746,,,,,,,,,,,10861.001,9906.441,8961.682,9245.005,9703.865,10053.026,10447.903,9765.415,9972.79,9660.229,0,11731.778,9370.137,
4236,256.9962985325915,4.1414385,,,,,,,,,,,9649.536,9407.136,11117.938,11037.68,9943.016,0,8972.456,9629.741,9447.519,0,8385.734,12440.984,0,
4237,112.98558780521267,4.150564,,,,,,,,,,,148611.8,119281.305,109531.54,115783.87,122054.94,136424.22,138531.22,147839.19,132783.42,155464.3,160591.45,151561.55,140148.39,
4239,274.9931421563145,4.150563,,,,,,,,,,,21560.004,19238.727,18273.492,19427.35,21651.092,19258.686,16341.477,20225.97,19391.469,20189.834,19382.115,21560.514,19190.71,
4240,242.9868664961,4.142881,,,,,,,,,,,31739.73,30100.006,26861.027,28337.826,28167.76,26701.557,26197.494,28195.418,29304.004,30547.498,27571.873,32309.156,29578.969,
4241,373.0087789764359,4.162086,,,,,,,,,,,22348.238,19390.83,17619.576,19393.217,18145.754,19751.045,17157.482,20441.2,19013.828,18665.248,19745.184,24669.105,19204.994,
4242,323.00021179022,4.1425,,,,,,,,,,,12297.769,12774.672,9724.959,0,0,0,9391.656,0,12782.017,10948.236,12464.435,11725.813,0,
4243,519.3321914892462,4.1464868,,,,,,,,,,,0,12021.375,14301.168,15131.272,1424.8818,8808.189,13517.876,9941.814,9288.619,0,27853.986,0,9228.864,
4244,273.0006917423515,4.1519775,,,,,,,,,,,0,0,10284.013,9257.767,10789.395,10072.174,0,0,8423.539,10389.539,10073.387,11341.834,8645.873,
4245,218.98946867076464,4.1557503,,,,,,,,,,,16375.024,0,14097.603,13345.919,13399.949,0,13566.317,13070.637,14419.781,14076.213,15058.428,14850.013,13969.505,
4246,264.9916628855049,4.156323,,,,,,,,,,,147089.45,146624.9,131151.56,141020.83,151482.58,144678.38,122946.29,138103.56,143892.19,154835.8,133605.61,148971.75,144820.61,
4247,262.99347432014355,4.143678,,,,,,,,,,,0,31512.924,23651.584,28205.05,28419.766,29728.21,24722.504,26009.666,27130.83,28165.037,27520.342,33763.99,27744.078,
4248,238.99627784091555,4.1563244,,,,,,,,,,,12836.33,11810.518,10432.238,10585.012,10868.691,11077.434,10027.754,11652.119,11086.825,11949.776,11202.305,10306.371,10092.206,
4249,327.2172967540539,4.1590185,,,,,,,,,,,82929.52,10371.481,0,12080.085,0,18501.973,0,17686.164,18412.334,0,16536.662,17302.123,18672.488,
4250,248.99434166119556,4.146431,,,,,,,,,,,17395.064,14956.918,12032.32,14254.139,13665.104,0,12439.065,14803.61,13219.941,15266.001,13939.449,15666.511,13660.392,
4251,252.99190737739508,4.1462483,,,,,,,,,,,10297.695,10277.331,9137.35,12217.868,0,10207.814,9174.377,10214.153,11738.456,8511.936,8933.222,0,10047.981,
4252,391.1400917727893,4.1611,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,19028.57,0,
4254,268.9960676639007,4.1657767,,,,,,,,,,,16171.659,16144.811,15433.699,15416.178,15066.058,16129.81,0,14357.433,0,14806.619,15130.126,18641.865,0,
4256,240.99403204885314,4.1587586,,,,,,,,,,,15024.721,0,12123.675,13673.612,14829.538,13936.175,11808.046,14434.892,13032.76,13769.022,13754.59,14194.755,15351.316,
4257,336.9989751081764,4.1660633,,,,,,,,,,,0,0,9571.81,10385.198,9585.986,10030.077,8967.594,9427.567,9982.012,10271.362,10395.107,0,10888.454,
4259,292.9887490998907,4.167846,,,,,,,,,,,15470.557,17633.85,19303.432,17720.336,15627.315,17016.49,14844.11,17834.568,16368.919,17002.438,17097.986,18633.082,16632.314,
4260,318.9885539480101,4.164646,,,,,,,,,,,18241.043,18545.955,16761.225,15239.986,16901.607,17744.633,16357.634,15929.213,15042.006,17181.902,16909.715,17111.984,15346.922,
4261,130.99214162259096,4.172968,,,,,,,,,,,21286.08,20268.639,18880.434,20691.322,19679.201,19041.178,16348.378,18008.994,19217.457,19839.553,19139.746,17887.537,19579.332,
4262,289.0055005030869,4.1742587,,,,,,,,,,,11859.714,13269.195,10714.873,12103.394,10513.208,11717.347,10843.114,13251.061,0,12063.256,11415.076,13349.579,12064.108,
4263,166.05081774002676,4.1678467,,,,,,,,,,,16939.47,16977.037,13409.215,17959.8,15906.705,16851.217,11950.222,14120.014,13885.461,17049.459,15881.629,15608.125,17981.727,
4264,321.00380200719644,4.171356,,,,,,,,,,,0,9366.393,8315.238,8908.012,8891.941,8718.549,0,9444.49,9017.818,10131.551,9821.534,10671.782,10743.396,
4265,284.9960925286537,4.1712766,,,,,,,,,,,14553.219,13937.354,0,14013.981,12266.125,13796.973,12049.402,14183.45,12707.198,12243.034,12368.83,15496.684,13615.426,
4266,228.9917155379672,4.1716876,,,,,,,,,,,12738.499,12906.747,11913.395,12489.866,12045.037,12295.461,11044.393,13145.42,11931.302,13176.682,12883.702,13595.66,11383.223,
4267,280.9850118702048,4.171686,,,,,,,,,,,38488.84,39568.746,35615.895,38369.027,38409.12,36748.824,33474.277,36706.195,35777.617,36741.195,38688.85,38649.11,35174.59,
4268,306.9959419714439,4.1774473,,,,,,,,,,,19727.432,19542.48,18502.867,18810.273,19577.111,20166.676,18047.8,17375.053,18848.48,17844.174,18523.96,20267.146,20356.967,
4269,194.9889177027974,4.172971,,,,,,,,,,,25599.604,29332.69,28107.197,27215.99,29749.338,27504.12,27172.377,26377.863,28348.062,30636.1,26881.277,29092.88,28581.162,
4270,351.00203354685374,4.170008,,,,,,,,,,,9947.7,11193.206,8787.311,10815.403,11708.513,0,10162.507,11034.155,10409.593,10734.184,10390.818,11473.637,9936.451,
4271,345.2278870779528,4.1780877,,,,,,,,,,,12446.475,10289.842,8024.498,9017.072,7341.804,12450.074,8019.582,10878.338,10350.532,7787.8267,16827.754,9744.433,10207.23,
4272,1073.5163640597002,4.177483,,,,,,,,,,,2576.568,46531.734,0,62470.863,0,45541.62,0,46209.816,47288.72,0,250676.55,0,45450.01,
4273,230.9907478227024,4.173145,,,,,,,,,,,11399.081,10741.695,11285.647,11429.7705,0,10984.336,9522.061,11810.243,10508.696,11283.408,11682.195,12413.318,11289.509,
4274,365.20957148777853,4.169411,,,,,,,,,,,34243.188,12471.888,0,0,12711.063,25977.541,0,15883.583,15087.889,11436.726,0,16678.223,22514.934,
