row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,PS-PS_neg_53.mzML Peak height,CG-C13_neg_52.mzML Peak height,MI-B14_neg_49.mzML Peak height,CG-C22_neg_50.mzML Peak height,MI-B24_neg_47.mzML Peak height,QC_neg_45.mzML Peak height,MI-ML_neg_48.mzML Peak height,QC_neg_56.mzML Peak height,QC_neg_51.mzML Peak height,PB_neg_42.mzML Peak height,CG-CG_neg_55.mzML Peak height,ASP-ASP_neg_54.mzML Peak height,QC_neg_46.mzML Peak height,
3107,351.13502855424963,2.9876444,,,,,,,,,,,0,0,0,0,1214.57,30561.885,0,29133.854,25619.41,0,0,199226.92,31120.822,
3108,261.1343281174419,2.9873886,,,,,,,,,,,70473.39,74183.47,70401.86,85927.3,74620.92,65959.234,66859.53,73246.54,71046.8,71141.53,65302.785,55462.145,67960.086,
3109,353.1494900781433,2.9753418,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,26875.227,9670.359,
3110,377.14573149194194,2.9919834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,29700.219,4129.778,
3111,395.1271404262539,2.9786453,,,,,,,,,,,0,2159.5215,0,3010.475,0,0,0,4282.1763,4839.83,0,10405.482,14855.161,4328.9297,
3112,509.19008823323185,2.9823568,,,,,,,,,,,0,0,0,0,0,5854.209,0,4268.144,6410.0767,0,0,40275.85,5793.0347,
3113,180.9891942266363,3.0046732,,,,,,,,,,,34616.805,36402.582,35221.914,34531.89,36901.45,34810.69,31288.873,35419.78,36906.984,38974.746,32620.31,39215.938,37601.086,
3114,259.0014987146394,2.9880295,,,,,,,,,,,19061.457,18498.223,16593.97,18045.139,18646.613,17907.494,16494.549,18523.568,20464.373,18511.5,19354.771,20755.637,20655.678,
3115,556.9980731205303,2.9847336,,,,,,,,,,,0,0,0,0,0,6034.8374,0,4895.8145,0,0,16414.242,0,6360.053,
3116,573.2342580152235,2.9925382,,,,,,,,,,,0,6783.2026,0,8251.697,0,7948.188,0,9006.042,6844.221,0,38220.906,0,7757.567,
3117,517.1826695006596,2.9940033,,,,,,,,,,,0,0,0,0,0,32052.41,0,30776.316,32999.49,0,0,258179.44,31352.736,
3118,347.11533558455756,2.9956834,,,,,,,,,,,8231.335,3099.9321,3000.0251,2606.473,0,12434.549,0,13871.011,16394.506,0,6007.7856,67768.7,15922.04,
3119,302.00224126242614,2.9850028,,,,,,,,,,,0,19998.332,0,0,0,11382.89,0,12864.712,11575.507,0,30964.188,0,10361.132,
3121,575.1980842154699,3.0003166,,,,,,,,,,,0,0,15888.501,0,3620.5457,0,0,0,0,0,0,0,0,
3122,303.1443390339068,2.9806867,,,,,,,,,,,0,0,0,0,0,6761.423,0,5353.9683,5651.33,0,0,42052.734,6604.5557,
3123,414.13118451215115,2.987347,,,,,,,,,,,0,0,0,0,0,5790.303,0,6639.1533,4834.251,0,0,57851.203,5500.2837,
3124,416.1458550737041,2.9822168,,,,,,,,,,,0,0,0,0,0,2531.4272,0,0,0,0,0,10331.291,0,
3125,503.1681589658245,2.9940033,,,,,,,,,,,0,0,0,0,0,8335.529,0,9245.688,9345.417,0,0,60170.82,9738.905,
3126,519.1874687101347,2.99234,,,,,,,,,,,0,0,0,0,0,2633.9697,0,3667.2466,2975.5127,0,0,16428.86,3210.8015,
3127,539.1663841855938,2.9940033,,,,,,,,,,,0,0,0,0,0,2693.8938,0,2881.9624,3625.3232,0,0,14203.23,3697.4148,
3129,365.18035566146045,3.0023334,,,,,,,,,,,0,0,0,0,0,9329.448,0,11752.968,11038.454,0,0,99862.82,9709.878,
3130,243.12334873645892,3.0123563,,,,,,,,,,,9997.764,9001.233,9474.895,9580.662,9378.829,10355.553,8134.361,9669.515,11694.538,11055.873,9448.383,10675.112,10677.091,
3131,391.1089723420694,3.0022833,,,,,,,,,,,0,0,0,0,0,0,0,2307.281,0,0,0,12344.636,0,
3132,438.0948514235234,3.0043333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,14222.76,0,
3133,497.1841851811657,3.0058973,,,,,,,,,,,1198.965,0,0,0,0,0,0,4446.1157,3942.151,0,5013.0757,20080.51,4133.6084,
3134,537.161510729122,3.0024834,,,,,,,,,,,0,0,0,0,0,0,0,4005.4626,4896.415,0,0,27702.219,4183.6387,
3135,659.2391659509501,3.0073233,,,,,,,,,,,0,0,0,0,0,2692.5718,0,2713.242,2201.932,0,0,17202.486,2722.072,
3136,244.98562890263042,3.0184557,,,,,,,,,,,42876.2,43288.844,39737.582,42160.844,0,42831.367,37131.984,43400.277,43650.953,45839.117,39070.848,41504.55,43038.074,
3137,257.1391810410394,2.9995453,,,,,,,,,,,10255.375,9998.205,8938.327,10022.19,9707.405,9990.024,7333.5654,0,9190.525,9689.801,0,12881.993,9922.299,
3138,633.1860762766571,3.0100899,,,,,,,,,,,11405.889,0,0,0,0,2367.883,0,2726.404,2292.2144,0,0,0,1798.035,
3139,182.9891526737953,3.010437,,,,,,,,,,,14264.092,13834.576,12920.595,14629.325,14517.578,11870.663,12148.692,13583.813,12351.835,17114.52,11507.032,10569.06,12623.792,
3140,318.09882415484054,3.011645,,,,,,,,,,,0,0,15221.344,0,4148.874,3458.2117,11731.845,4749.6577,4456.6816,0,0,0,5650.1997,
3141,343.13947606098327,3.0126638,,,,,,,,,,,0,14296.604,3248.2527,8826.749,9204.586,3984.399,0,0,0,0,1916.4069,0,0,
3142,180.98917746361687,3.0200193,,,,,,,,,,,34616.805,0,35221.914,39164.3,37865.234,41503.266,33308.9,38291.46,37939.13,38974.746,34603.16,39215.938,38721.348,
3143,556.9910335221447,3.0067308,,,,,,,,,,,0,8589.761,0,11829.315,0,6054.7754,0,5374.383,6388.186,0,0,0,6613.025,
3144,155.14411583768933,3.0161986,,,,,,,,,,,9839.851,10238.58,9487.134,12258.469,13639.02,11078.777,8367.393,11328.793,10700.806,12357.038,10152.46,11531.82,11782.303,
3146,302.0023281678427,3.005614,,,,,,,,,,,0,16913.18,0,20231.828,0,10191.86,0,10450.3,10642.426,0,28164.99,0,10361.132,
3147,189.1129391618694,3.0181165,,,,,,,,,,,9327.314,4555.637,4385.8965,3825.4355,4653.8286,6472.693,4633.9824,6242.415,8321.931,4108.1143,9208.449,12778.711,6670.362,
3148,359.13596902792284,3.0209668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,12270.085,0,
3149,368.13311702098144,3.0209668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10368.12,0,
3150,523.2032248230539,3.0189667,,,,,,,,,,,0,0,0,0,0,6116.2866,0,6010.2046,5815.0757,0,0,47084.105,5855.1357,
3151,567.1746172313692,3.020479,,,,,,,,,,,0,0,0,0,0,2877.81,0,2975.753,3358.295,0,0,17002.107,0,
3152,612.1841794441335,3.0216835,,,,,,,,,,,0,0,0,0,0,1715.6345,0,0,1604.0204,0,0,10815.685,0,
3153,803.1622164915821,3.0223,,,,,,,,,,,0,0,0,0,0,5744.6978,0,5439.585,5639.726,0,0,44654.36,6649.375,
3154,243.1233796393367,3.0149167,,,,,,,,,,,9997.764,9001.233,9474.895,9580.662,9378.829,10355.553,9589.996,9669.515,11694.538,11055.873,9448.383,11424.578,10677.091,
3155,705.1938808274576,3.0239584,,,,,,,,,,,0,0,0,0,0,57103.27,0,59779.973,61962.594,0,2429.3682,522144.75,57028.305,
3156,527.0136813522936,3.0058165,,,,,,,,,,,0,9715.621,0,0,0,8750.239,0,6287.402,8751.631,0,20338.541,0,4704.708,
3157,535.1827166587515,3.0259798,,,,,,,,,,,0,2380.7883,0,2388.7285,0,3180.3137,0,0,0,0,13550.04,0,2915.3325,
3158,351.0996292791803,3.0273,,,,,,,,,,,0,0,0,0,0,80362.14,0,76735.34,90826.28,0,0,547791.1,80638.06,
3159,511.2026041566347,3.0256333,,,,,,,,,,,0,0,0,0,0,10326.659,0,12078.581,12808.947,0,0,92618.63,10225.521,
3160,543.1556775924605,3.0261083,,,,,,,,,,,17113.586,0,0,0,0,0,0,0,3964.5193,0,0,0,0,
3161,575.1983057043856,3.0252914,,,,,,,,,,,0,0,14526.993,0,4181.4185,0,0,0,0,0,0,0,0,
3162,621.203508738763,3.02818,,,,,,,,,,,0,0,15790.135,0,3413.161,2775.685,0,0,3058.2295,0,0,0,1799.8402,
3163,307.10900380461123,3.0256333,,,,,,,,,,,0,0,0,0,0,5251.266,0,5361.326,6918.063,0,0,35564.332,5641.7515,
3164,354.1530536950692,3.0293,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10143.865,0,
3165,373.0810196261466,3.0272498,,,,,,,,,,,0,0,0,0,0,0,0,7036.929,0,0,0,24421.986,0,
3166,727.1768172488835,3.0256333,,,,,,,,,,,0,0,0,0,0,3816.5789,0,3955.672,3596.4526,0,0,13664.196,2986.152,
3167,768.1910870917075,3.0233417,,,,,,,,,,,0,0,0,0,0,0,0,0,1090.3743,0,0,12479.884,0,
3170,545.0978496115174,3.0348167,,,,,,,,,,,14043.922,0,0,0,0,0,0,0,0,0,0,0,0,
3171,135.04457917129227,3.0372798,,,,,,,,,,,0,0,0,0,0,8034.6787,0,10435.948,9293.804,0,0,53671.61,8961.354,
3172,172.83038455899396,3.0392423,,,,,,,,,,,9970.064,11084.349,14251.827,11947.609,9158.583,14267.327,12796.647,13501.491,15190.8,7646.922,13216.953,6714.2856,12263.47,
3173,341.1506945523703,3.03728,,,,,,,,,,,0,0,0,0,0,67451.195,0,72532.8,67671.14,0,0,454692.4,70026.766,
3174,109.02925995404405,3.0353832,,,,,,,,,,,0,0,0,0,0,3647.0688,0,4228.9146,0,0,0,21612.834,0,
3175,179.03581325647974,3.0419168,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,64256.72,10298.813,
3176,245.1387497450801,3.0376167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,35872.633,0,
3177,317.12334049619676,3.0483084,,,,,,,,,,,0,0,0,0,0,0,0,0,1714.7817,0,0,18259.037,0,
3178,381.11045789097307,3.0389433,,,,,,,,,,,0,0,0,0,0,4230.94,0,4937.96,4605.896,0,0,75490.85,4642.219,
3179,414.13013279440725,3.038221,,,,,,,,,,,0,0,0,0,0,3182.9812,0,0,4257.376,0,0,40836.125,2734.3223,
3181,457.03950165278354,3.04121,,,,,,,,,,,0,8540.344,0,10666.867,0,3985.685,0,3392.488,0,0,0,0,3737.0818,
3182,231.12455324636693,3.0379617,,,,,,,,,,,17779.395,16814.06,15204.002,13465.031,14211.531,13590.118,13965.565,13030.733,17084.094,16662.018,16087.738,17496.697,13942.542,
3183,361.15022239326424,3.0389433,,,,,,,,,,,0,0,0,0,0,27137.707,0,31063.3,29383.002,0,0,304895.0,26236.326,
3184,244.98563474985136,3.0405219,,,,,,,,,,,45255.77,46222.137,44155.75,43082.84,47490.223,45563.473,38876.773,43400.277,43650.953,46677.67,43335.824,46698.555,43046.457,
3185,180.98921199353407,3.039883,,,,,,,,,,,41703.953,40512.848,38648.22,39164.3,41265.266,41503.266,33308.9,38291.46,41220.797,40351.496,35265.082,41955.023,38721.348,
3186,259.00147420173386,3.0430818,,,,,,,,,,,19292.787,19053.51,17086.57,16951.713,18481.756,19010.416,15841.547,16528.703,18694.387,19382.877,18278.367,22205.469,19316.31,
3187,179.03777189047864,3.0379333,,,,,,,,,,,0,0,0,0,0,0,0,9857.716,11247.117,0,0,0,0,
3188,557.1343136500377,3.04155,,,,,,,,,,,26642.875,0,0,0,0,3884.0989,0,4069.7146,0,0,0,0,3808.539,
3189,575.1091120519737,3.0436335,,,,,,,,,,,22026.238,0,0,0,0,3951.7915,0,4234.0386,0,0,0,0,3617.594,
3190,250.9944239448117,3.0475657,,,,,,,,,,,8846.095,9545.606,8780.204,9397.769,10085.051,9573.448,7784.084,9830.74,10919.056,9995.862,10394.545,9620.3,9897.128,
3191,182.98899807668707,3.0526872,,,,,,,,,,,13699.616,16482.03,13531.539,14629.325,15743.592,12182.749,11697.429,13583.813,14839.533,17114.52,12679.219,12364.649,13387.999,
3192,479.1920954099375,3.0488,,,,,,,,,,,2302.6077,9944.124,0,15346.36,0,9581.835,0,8763.449,10265.02,0,40386.824,0,9363.731,
3193,517.1826624833673,3.0522666,,,,,,,,,,,0,0,0,0,0,18613.041,0,15897.218,18630.27,0,0,136205.06,17166.59,
3194,481.2278178041596,3.0522666,,,,,,,,,,,0,0,0,0,0,10254.821,0,8482.556,10263.48,0,0,74745.02,9197.76,
3195,451.1804579907289,3.053775,,,,,,,,,,,0,0,0,0,0,4142.053,0,3809.4631,4934.2505,0,0,27275.07,0,
3196,535.1695192345998,3.055939,,,,,,,,,,,0,0,0,0,0,0,0,0,2297.432,0,0,12517.209,2832.737,
3197,556.9898930067001,3.0448496,,,,,,,,,,,0,7883.0903,0,10280.849,0,6054.7754,0,5433.7363,5634.0083,0,18894.324,0,5987.85,
3198,589.1354101214365,3.0547566,,,,,,,,,,,0,0,4651.2603,0,0,0,21794.203,5242.5835,5805.9033,0,0,0,4108.8755,
3199,447.05729258416005,3.0606003,,,,,,,,,,,0,2158.953,0,3077.5244,0,0,0,0,0,0,17819.227,0,0,
3200,471.15225283616655,3.0614905,,,,,,,,,,,0,3059.9402,0,4964.768,0,3865.3237,0,3516.3806,4607.406,0,20314.164,0,4273.7314,
3201,461.0730046819694,3.0603046,,,,,,,,,,,0,8131.39,0,8644.342,0,10370.329,0,9805.529,9982.373,0,48735.15,0,9217.549,
3202,367.2125267102012,3.0591977,,,,,,,,,,,1397.2126,52619.754,0,74497.54,0,30216.99,0,31264.459,30614.387,0,111849.08,0,33252.62,
3203,547.1478421698147,3.0660944,,,,,,,,,,,13013.332,0,0,0,0,0,0,0,3251.8381,0,0,0,2539.6296,
3204,609.1816270101981,3.0621374,,,,,,,,,,,19068.795,0,0,0,0,4924.537,3405.775,5543.4985,5530.017,10142.696,4102.3223,0,5107.098,
3205,377.14513564313427,3.0622501,,,,,,,,,,,0,0,0,0,0,23012.93,0,22469.766,23808.29,0,0,173830.98,21325.469,
3206,412.11547943206034,3.0622468,,,,,,,,,,,0,0,0,0,0,17802.484,0,17552.48,17303.889,0,0,282511.38,16722.762,
3207,385.09650139999616,3.0622468,,,,,,,,,,,0,0,0,0,0,5825.5874,0,7729.309,6896.9653,0,0,102739.81,6844.3657,
3208,182.98899467744923,3.0629282,,,,,,,,,,,13181.623,16482.03,13531.539,13638.13,15743.592,12135.471,10975.477,13429.202,14839.533,15887.976,12679.219,12364.649,13387.999,
3209,349.1197307343522,3.0639102,,,,,,,,,,,0,0,0,0,0,47805.848,0,48752.324,50626.53,0,0,678722.75,47308.254,
3210,585.0193679408139,3.0674357,,,,,,,,,,,0,4121.083,0,6300.3223,0,3846.4124,0,3665.084,4446.243,0,21180.668,0,4628.7695,
3211,1133.537214619127,3.0595098,,,,,,,,,,,0,0,0,0,0,2100.4873,0,2035.3143,2404.7793,0,12483.889,0,2070.6667,
3212,185.08204661571216,3.066829,,,,,,,,,,,0,45429.223,0,53550.98,0,26907.682,0,28198.281,31108.184,0,80914.74,35485.168,30180.986,
3213,235.06135990838627,3.0663307,,,,,,,,,,,0,0,33535.816,0,13168.66,11868.084,38653.92,9250.2705,10292.6045,0,0,0,10028.013,
3214,244.98551750844848,3.070609,,,,,,,,,,,46677.348,46222.137,41329.094,45682.285,46914.754,45563.473,38876.773,42477.836,43398.95,47525.055,43335.824,46903.113,45327.086,
3215,305.13012947736263,3.0696,,,,,,,,,,,0,0,0,0,0,1601.6401,0,0,0,0,0,15416.467,0,
3216,331.1403785800012,3.0698054,,,,,,,,,,,0,0,0,0,0,0,0,0,3369.4675,0,0,18489.13,2670.043,
3218,407.1258144748889,3.0654416,,,,,,,,,,,0,0,0,0,0,4054.9634,0,0,0,0,0,13230.714,0,
3219,463.1127617431837,3.0645835,,,,,,,,,,,0,0,0,0,0,3168.9756,0,0,0,0,0,37934.52,3313.8015,
3220,519.1851274159235,3.0683444,,,,,,,,,,,0,0,0,0,0,0,0,2396.1829,2625.5066,0,0,14559.749,0,
3221,302.0022996209094,3.0685604,,,,,,,,,,,1382.7362,12605.414,0,14072.307,0,7219.3745,0,6841.7056,7605.861,0,15552.381,0,6648.086,
3222,317.19630546411884,3.07355,,,,,,,,,,,16901.105,0,0,1240.5924,0,3881.303,1355.469,5486.997,0,0,0,3211.9844,4440.9707,
3223,337.120483140308,3.0788968,,,,,,,,,,,0,0,0,0,0,4346.906,0,4821.438,5188.3076,0,0,25282.885,4907.256,
3224,479.17709693470624,3.0827167,,,,,,,,,,,0,0,0,0,0,3168.064,0,0,2924.1616,0,0,20733.14,0,
3225,541.17139913027,3.0752833,,,,,,,,,,,0,0,0,0,0,3319.6409,0,2831.4321,3266.495,0,4068.42,10611.929,3404.9604,
3227,571.0033002880007,3.0605624,,,,,,,,,,,0,29157.111,0,0,0,0,0,18811.947,22286.568,0,0,0,19503.488,
3228,551.2605139271683,3.0850167,,,,,,,,,,,0,0,0,1183.5444,0,0,0,2711.6042,3256.4917,0,14808.591,0,3027.707,
3229,138.01971110820173,3.0955515,,,,,,,,,,,51443.55,56954.0,40973.01,52988.793,64526.13,40878.703,30056.041,42694.496,39653.098,67539.945,36697.215,0,42763.74,
3230,447.16607762692485,3.0809135,,,,,,,,,,,16118.059,2737.0999,0,0,0,0,0,3822.9246,4626.867,0,11748.077,0,0,
3231,182.98894956322786,3.0898156,,,,,,,,,,,15871.923,17284.502,13531.539,17263.344,17327.395,13055.539,12849.259,13650.374,14839.533,15887.976,12679.219,12135.063,17603.025,
3232,180.98920643218568,3.0971198,,,,,,,,,,,41854.453,0,36787.246,38404.395,39767.867,0,34006.7,38449.715,41220.797,0,38314.4,41377.605,42129.33,
3233,271.1181654601472,3.0905771,,,,,,,,,,,1902.0369,0,0,1788.694,0,4351.3926,0,2847.1843,3909.558,1285.3872,0,16621.264,3393.1338,
3234,277.0701713979907,3.0908668,,,,,,,,,,,0,0,0,0,0,4017.61,0,2673.446,0,0,0,10681.099,0,
3235,291.0880083916498,3.0864222,,,,,,,,,,,4361.459,12090.724,0,16440.125,0,0,0,0,0,0,0,0,0,
3236,497.2235673404665,3.0888767,,,,,,,,,,,0,0,0,0,0,22335.96,0,21342.482,20584.416,0,0,157509.48,21363.195,
3237,1103.5270983658347,3.086457,,,,,,,,,,,0,1699.308,0,2204.0186,0,6721.7563,0,6161.992,5893.055,0,40980.97,0,6245.5312,
3238,377.145374521631,3.1038532,,,,,,,,,,,0,0,0,0,0,63107.582,0,61765.305,55483.453,0,0,539115.8,60375.496,
3239,352.1384181471893,3.0933003,,,,,,,,,,,0,0,0,0,0,2619.279,0,2314.5576,2226.0222,0,0,20377.59,0,
3240,414.13090643114674,3.094396,,,,,,,,,,,0,0,0,0,0,3238.2498,0,0,2788.6316,0,0,54585.82,3476.761,
3241,475.11437269198126,3.0940166,,,,,,,,,,,0,0,0,0,0,0,0,4072.6936,3008.6272,0,0,18753.45,3241.0354,
3242,501.18480599731026,3.0958667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10995.773,0,
3243,573.2099266690713,3.1005332,,,,,,,,,,,0,0,0,0,0,4178.3887,0,5563.341,4293.539,0,0,27931.422,4158.2046,
3244,595.1895521187266,3.1025915,,,,,,,,,,,0,0,0,0,0,2182.1226,0,1594.4111,0,0,0,10349.655,2142.0537,
3245,901.2667776503137,3.09054,,,,,,,,,,,0,0,0,0,0,2695.2659,0,3259.2644,2644.0745,0,0,22193.31,3060.6367,
3246,302.0023880489854,3.0924876,,,,,,,,,,,1382.7362,11726.386,0,13697.196,0,6769.267,0,6841.7056,7605.861,0,13945.761,0,6156.346,
3247,259.0014545810257,3.0987773,,,,,,,,,,,20842.791,18690.746,17018.588,20247.715,18476.756,20716.514,15219.276,19865.262,18790.545,19124.78,16988.14,22080.91,19316.31,
3248,649.2128286461228,3.098789,,,,,,,,,,,11391.245,0,0,0,0,2685.7275,2322.6829,2771.5244,2424.0613,0,2120.4202,0,0,
3250,287.18607232458265,3.102475,,,,,,,,,,,4265.42,0,1098.2245,0,0,1841.4592,0,2252.5713,0,0,0,10725.821,2460.6858,
3251,303.1449549894999,3.1071832,,,,,,,,,,,0,0,0,0,0,20134.617,0,25309.705,20744.922,0,1684.0549,198835.5,19527.312,
3252,182.9890302284381,3.1064618,,,,,,,,,,,15871.923,17284.502,12739.118,17263.344,17327.395,16032.51,13074.776,13650.374,14089.946,17319.855,11758.545,14549.677,17603.025,
3253,324.99916704886925,3.1100235,,,,,,,,,,,0,3595.8643,0,0,0,4775.1313,0,4922.031,0,0,12331.246,0,4064.046,
3254,556.9879817965141,3.1007237,,,,,,,,,,,0,7335.9263,0,8647.149,0,5586.4243,0,6728.545,5277.0205,0,25001.867,0,5943.0005,
3255,559.038530053868,3.1113584,,,,,,,,,,,0,0,0,2285.3894,0,3595.1443,0,4033.7126,3211.0352,0,18275.861,0,3408.5327,
3256,571.2187316699574,3.1050298,,,,,,,,,,,0,1770.136,0,0,0,2635.2014,0,2692.0803,0,0,10750.059,0,3664.1853,
3258,659.165095565596,3.1082933,,,,,,,,,,,223549.89,0,0,0,0,30233.102,0,34192.457,32406.697,0,0,0,31010.268,
3260,661.1691026067837,3.10663,,,,,,,,,,,25411.4,0,0,0,0,4197.5,0,5952.748,4456.3267,0,0,0,3733.9392,
3261,264.9953536197541,3.1165695,,,,,,,,,,,11164.781,10871.658,0,10410.8,8823.387,11947.304,0,10239.492,9971.883,11023.053,11069.094,10807.569,9811.518,
3262,461.0724837845642,3.1102355,,,,,,,,,,,0,41412.504,0,57445.25,0,74066.58,0,75342.75,77722.34,0,444349.56,0,78621.484,
3263,571.0033221676784,3.1005502,,,,,,,,,,,0,0,0,24644.176,0,15446.282,0,14297.347,14958.448,0,0,0,19105.004,
3264,144.04523936830685,3.1089623,,,,,,,,,,,0,0,0,0,0,2509.6252,0,0,1952.0907,0,0,12677.447,2338.5454,
3266,341.1506875344714,3.1155066,,,,,,,,,,,0,0,0,0,0,8158.057,0,7673.039,8994.162,0,0,46000.24,6967.83,
3267,189.10278165592862,3.1163557,,,,,,,,,,,18600.816,9200.527,7767.8584,12325.517,9973.522,9411.821,5676.258,9277.506,8417.521,8097.467,10186.888,0,10047.58,
3268,209.07970307710758,3.1154208,,,,,,,,,,,64091.258,40269.54,32917.367,40162.523,34904.61,39003.582,30434.648,39339.277,40362.777,38133.8,38105.285,36081.996,38595.87,
3269,603.2449013493315,3.114988,,,,,,,,,,,0,3619.3044,0,3393.8464,0,4209.7344,0,4188.473,3858.157,0,18839.209,0,4105.2104,
3270,1237.5824933269166,3.1195471,,,,,,,,,,,0,2251.247,0,0,0,3407.4937,0,3314.4124,3696.934,0,19823.057,0,3721.0667,
3271,271.04911375818097,3.1160593,,,,,,,,,,,18412.135,13857.737,10614.436,14818.751,14763.782,13764.981,11863.416,13362.047,13820.555,12854.875,13073.883,11253.417,16470.992,
3272,125.09724464288644,3.1167016,,,,,,,,,,,52403.01,27134.105,22077.27,29729.244,25026.025,32582.373,21360.092,31719.703,31531.434,24804.045,29817.84,34973.125,30277.809,
3273,187.09791785816333,3.1167002,,,,,,,,,,,1389332.2,731867.7,587824.0,768390.56,647407.6,795520.94,570896.56,771082.0,861464.06,676358.44,767768.06,911936.0,786445.7,
3274,323.0116556289423,3.119625,,,,,,,,,,,14869.889,0,0,10341.345,10158.847,0,0,0,9638.278,0,0,0,0,
3275,225.05638272807656,3.1179833,,,,,,,,,,,11368.775,9198.014,7917.0703,7754.6313,0,11807.072,0,8694.11,9113.165,0,0,0,8276.064,
3276,250.99560560275356,3.1156652,,,,,,,,,,,9164.771,10421.867,8834.655,8635.338,9952.813,8982.671,8413.134,9982.355,10293.133,9486.348,8705.174,0,9258.066,
3277,180.9891974024899,3.1231039,,,,,,,,,,,45886.63,42864.92,38196.223,43502.19,44555.33,40270.363,35077.477,40271.355,41304.062,44138.375,39403.46,42403.844,42129.33,
3278,377.1453711617688,3.1205,,,,,,,,,,,0,0,0,0,0,59147.883,0,61765.305,60030.562,0,0,519499.06,60375.496,
3279,261.07649968005285,3.116678,,,,,,,,,,,0,22142.105,0,29324.426,0,0,0,0,1761.6902,0,0,0,0,
3280,147.03013559609968,3.1187835,,,,,,,,,,,0,0,0,0,0,0,0,2006.2585,0,0,0,10446.059,0,
3281,188.10096382822465,3.1160605,,,,,,,,,,,121194.96,64594.164,55347.027,73435.57,56106.527,76679.625,46694.883,74864.164,82038.02,59630.133,68642.99,93198.93,78639.9,
3282,239.083407824264,3.1166291,,,,,,,,,,,0,0,0,0,0,0,0,3252.3875,0,2528.0715,0,12896.837,4068.8372,
3283,363.1645355103763,3.13049,,,,,,,,,,,0,0,0,0,0,3483.3975,0,5523.4023,6010.227,0,0,55518.406,4091.5222,
3284,399.1288002685744,3.1208334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,25813.094,0,
3285,445.2027676735666,3.1208334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,11057.189,0,
3286,475.11432762047144,3.1214418,,,,,,,,,,,0,0,0,0,0,3569.0342,0,0,3430.037,0,0,20984.441,3605.2556,
3287,537.1553033087943,3.122339,,,,,,,,,,,0,0,0,0,0,0,0,2125.8599,0,0,0,13435.433,2433.1377,
3288,705.1944706620219,3.1205,,,,,,,,,,,0,0,0,0,0,4435.9614,0,5459.849,4703.029,0,0,36566.355,5148.563,
3289,735.2051953037407,3.1221633,,,,,,,,,,,0,0,0,0,0,2065.3928,0,1848.5165,2847.1204,0,0,15495.991,2649.5076,
3290,363.0988446335058,3.1221669,,,,,,,,,,,0,0,0,0,0,23826.88,0,23795.904,24904.121,0,0,409475.75,25221.895,
3291,605.1302002845498,3.1245542,,,,,,,,,,,0,0,2547.8826,0,0,0,13582.228,0,2457.912,0,0,0,2167.0002,
3292,182.9889853813755,3.1141424,,,,,,,,,,,15871.923,17284.502,12739.118,17263.344,17327.395,16032.51,13074.776,15352.901,14718.786,17319.855,14052.853,14549.677,17603.025,
3293,572.0069778988872,3.1090524,,,,,,,,,,,0,5294.294,0,7383.0415,0,3803.588,0,3303.0593,4413.395,0,10201.436,0,3790.4753,
3294,244.98566563956248,3.1301448,,,,,,,,,,,55132.496,48962.508,42937.66,54505.26,53267.656,50876.32,42169.355,49825.97,49305.613,51098.133,49797.766,52407.906,49064.047,
3295,317.19623874975395,3.1266603,,,,,,,,,,,14486.422,1634.672,1701.2457,0,0,3408.4238,0,3716.8582,4218.8433,0,1772.0785,0,3328.5017,
3296,439.10701264415786,3.1268187,,,,,,,,,,,12136.62,10977.245,0,14043.794,0,15519.531,0,16975.1,15431.205,0,96278.14,0,18005.56,
3297,300.9995367188236,3.1130815,,,,,,,,,,,6858.0635,62235.7,3319.5625,71841.516,0,36602.43,0,36456.562,37602.395,0,82009.14,0,35046.84,
3298,493.19123338529016,3.12383,,,,,,,,,,,0,0,0,0,0,3709.1497,0,3806.8367,4303.759,0,0,23494.766,3459.7803,
3299,138.019819605367,3.1299808,,,,,,,,,,,57988.805,60358.582,41104.703,59562.008,71084.45,48485.242,32211.742,41412.043,50326.344,76787.72,0,31986.486,46634.086,
3300,553.1367319769557,3.1242168,,,,,,,,,,,0,0,1856.1857,0,0,0,14309.452,0,0,0,0,0,2692.1138,
3301,571.0031751099332,3.1126142,,,,,,,,,,,0,18628.598,0,24644.176,0,15446.282,0,10610.996,13361.312,0,37326.637,0,14957.375,
3302,1058.0244138180883,3.1324542,,,,,,,,,,,12686.67,1954.1034,0,1846.547,2081.5352,4511.802,0,3529.4846,4348.632,2263.0608,12117.5,6583.223,4179.2505,
